, estacion,code_merge,codigo,freez,freez_imputed_proba,hum,hum_imputed_proba,lev_max,lev_max_imputed_proba,lev_mid,lev_mid_imputed_proba,lev_min,lev_min_imputed_proba,merge_cod,month,rain,rain_1mm,rain_1mm_imputed_proba,rain_cum,rain_cum_imputed_proba,rain_imputed_proba,rain_max_10,rain_max_10_imputed_proba,rain_max_day,rain_max_day_imputed_proba,sun,sun_imputed_proba,temp_avg,temp_avg_imputed_proba,temp_max_abs,temp_max_abs_imputed_proba,temp_max_avg,temp_max_avg_imputed_proba,temp_min_abs,temp_min_abs_imputed_proba,wind_avg,wind_avg_imputed_proba,wind_max,wind_max_avg,wind_max_avg_imputed_proba,wind_max_imputed_proba,year
2662,Egino,C0A2_Egino_2017_JUL,C0A2,0,,72.9,,0.310,,0.092,,0.000,0.09700769186019897,C0A2_Egino_2017_JUL,JUL,9,1,0.1581353098154068,70,0.009900989942252636,0.10616854578256607,2.4,0.021452270448207855,20.1,0.02488713152706623,19.4,0.13957297801971436,18.2,,31.4,,23.8,,12.9,,5.5,0.03182051330804825,58.3,29.1,0.6314907073974609,0.02453274466097355,2017
2677,Pagoeta,C0A1_Pagoeta_2017_JUL,C0A1,0,,71.7,,0.185,,0.171,,0.000,0.07630396634340286,C0A1_Pagoeta_2017_JUL,JUL,4,1,0.1654180884361267,70,0.009900989942252636,0.15963168442249298,4,0.02706555277109146,14,0.027206210419535637,20.4,0.193616583943367,18.0,,33.7,,25.6,,11.6,,5.4,0.02673640474677086,61.2,35.0,0.6390449404716492,0.030287310481071472,2017
2760,Albaina,C0A4_Albaina_2018_JUL,C0A4,0,,77.5,,0.275,,0.191,,0.000,0.11801393330097198,C0A4_Albaina_2018_JUL,JUL,6,2,0.1335090547800064,70,0.009900989942252636,0.11015092581510544,0.7,0.02670006826519966,10.1,0.03841099515557289,20.8,0.21374906599521637,19.3,,32.3,,27.0,,12.9,,6.6,0.03424430266022682,62.6,37.7,0.16702838242053986,0.030451444908976555,2018
2763,Antoñana,C0A3_Antoñana_2018_JUL,C0A3,0,,79.4,,0.577,,0.461,,0.000,0.10087574273347855,C0A3_Antoñana_2018_JUL,JUL,6,3,0.20593036711215973,70,0.009900989942252636,0.10881564021110535,0.5,0.03965507075190544,20.1,0.0273613091558218,19.4,0.28819242119789124,19.6,,32.3,,27.8,,12.5,,5.4,0.027967844158411026,61.9,32.7,0.4938821494579315,0.030990635976195335,2018
2766,Egino,C0A2_Egino_2018_JUL,C0A2,0,,83.1,,0.560,,0.161,,0.000,0.08820109069347382,C0A2_Egino_2018_JUL,JUL,16,11,0.23279611766338348,70,0.009900989942252636,0.13166062533855438,4,0.028092706575989723,18.8,0.02961769886314869,19.2,0.4833182096481323,18.7,,28.2,,24.4,,13.6,,4.6,0.02695515938103199,52.6,28.5,0.7886450290679932,0.0291083175688982,2018
2781,Pagoeta,C0A1_Pagoeta_2018_JUL,C0A1,0,,79.3,,0.372,,0.225,,0.000,0.09543971717357635,C0A1_Pagoeta_2018_JUL,JUL,15,11,0.25286367535591125,70,0.009900989942252636,0.11206131428480148,2.4,0.02095360867679119,19,0.02946196310222149,17.9,0.3335231840610504,18.4,,31.2,,25.3,,12.6,,5.4,0.033630579710006714,45.7,29.2,0.29207369685173035,0.0326656736433506,2018
3065,Albaina,C0A4_Albaina_2017_AGO,C0A4,0,,71.0,,0.170,,0.100,,0.000,0.09160622954368591,C0A4_Albaina_2017_AGO,AGO,11,5,0.11648386716842651,70,0.009900989942252636,0.11290363222360611,2,0.02372366189956665,10.1,0.023686759173870087,18.7,0.8702805638313293,18.7,,34.7,,27.0,,12.0,,6.0,0.030560104176402092,81.0,43.8,0.35448408126831055,0.029414881020784378,2017
3068,Antoñana,C0A3_Antoñana_2017_AGO,C0A3,0,,67.5,,0.481,,0.410,,0.000,0.09426538646221161,C0A3_Antoñana_2017_AGO,AGO,11,11,0.13516254723072052,70,0.009900989942252636,0.11857668310403824,1.3,0.02140626683831215,18.8,0.03009161353111267,14.6,0.2096739411354065,18.4,,33.6,,26.5,,11.4,,8.0,0.021141652017831802,61.9,37.1,0.2021232694387436,0.025169260799884796,2017
3071,Egino,C0A2_Egino_2017_AGO,C0A2,0,,70.7,,0.289,,0.039,,0.000,0.09978625923395157,C0A2_Egino_2017_AGO,AGO,10,5,0.12158798426389694,70,0.009900989942252636,0.09747378528118134,3.2,0.02316923439502716,20,0.025263667106628418,20.6,0.2593768239021301,18.5,,32.8,,24.7,,12.4,,8.0,0.02144934982061386,65.9,42.4,0.26358452439308167,0.02564275823533535,2017
3086,Pagoeta,C0A1_Pagoeta_2017_AGO,C0A1,0,,71.4,,0.195,,0.167,,0.000,0.08186578750610352,C0A1_Pagoeta_2017_AGO,AGO,4,2,0.09243391454219818,70,0.009900989942252636,0.17279784381389618,0.5,0.026192303746938705,10,0.03049713373184204,17.5,0.1896340399980545,17.7,,32.7,,25.2,,11.0,,6.1,0.026483425870537758,61.2,36.6,0.1562243551015854,0.028581777587532997,2017
3169,Albaina,C0A4_Albaina_2018_AGO,C0A4,0,,74.0,,0.180,,0.131,,0.000,0.1303514540195465,C0A4_Albaina_2018_AGO,AGO,13,11,0.1725643277168274,70,0.009900989942252636,0.0974285677075386,3,0.022663824260234833,19,0.03339849039912224,19.0,0.4130810499191284,19.0,,37.4,,27.6,,11.9,,5.4,0.0334533229470253,61.2,34.4,0.28478968143463135,0.025472959503531456,2018
3172,Antoñana,C0A3_Antoñana_2018_AGO,C0A3,0,,76.4,,0.453,,0.440,,0.000,0.12040133029222488,C0A3_Antoñana_2018_AGO,AGO,13,11,0.17717763781547546,70,0.009900989942252636,0.15005123615264893,3,0.021043937653303146,19,0.04081619530916214,16.4,0.2748456299304962,19.5,,34.1,,28.1,,11.9,,5.1,0.022667964920401573,61.9,27.1,0.35920241475105286,0.03052900731563568,2018
3175,Egino,C0A2_Egino_2018_AGO,C0A2,0,,79.9,,0.127,,0.099,,0.000,0.13290925323963165,C0A2_Egino_2018_AGO,AGO,6,4,0.14392532408237457,70,0.009900989942252636,0.10885628312826157,0.8,0.024503806605935097,9.2,0.0353032723069191,17.7,0.24573147296905518,18.5,,33.3,,24.6,,13.1,,5.4,0.026182599365711212,61.9,27.1,0.48423755168914795,0.04089399054646492,2018
3190,Pagoeta,C0A1_Pagoeta_2018_AGO,C0A1,0,,77.0,,0.224,,0.206,,0.000,0.10541833937168121,C0A1_Pagoeta_2018_AGO,AGO,11,9,0.13342860341072083,70,0.009900989942252636,0.14531023800373077,2,0.02362544648349285,10.1,0.03052908554673195,17.7,0.32273632287979126,17.7,,33.3,,25.7,,10.8,,6.0,0.035051386803388596,63.0,37.7,0.27973076701164246,0.02650415152311325,2018
3474,Albaina,C0A4_Albaina_2017_SET,C0A4,0,,78.4,,0.146,,0.101,,0.000,0.0929986983537674,C0A4_Albaina_2017_SET,SET,15,11,0.21470394730567932,70,0.009900989942252636,0.10328107327222824,2.9,0.02335255593061447,22.8,0.03519100323319435,5.1,0.3006575405597687,14.3,,28.9,,22.2,,7.6,,5.1,0.032922714948654175,77.0,34.9,0.4707317352294922,0.039045561105012894,2017
3477,Antoñana,C0A3_Antoñana_2017_SET,C0A3,0,,77.1,,0.436,,0.408,,0.000,0.10722710192203522,C0A3_Antoñana_2017_SET,SET,13,11,0.15030528604984283,70,0.009900989942252636,0.0971335619688034,4,0.026454603299498558,25.3,0.02536066621541977,10.4,0.3195570707321167,14.0,,29.0,,21.9,,7.5,,5.4,0.03485729172825813,61.2,41.3,0.2727883458137512,0.02917807176709175,2017
3480,Egino,C0A2_Egino_2017_SET,C0A2,0,,80.6,,0.169,,0.095,,0.000,0.11466601490974426,C0A2_Egino_2017_SET,SET,11,8,0.13600069284439087,70,0.009900989942252636,0.08684393018484116,2,0.021118225529789925,18.8,0.024890031665563583,11.1,0.3251628279685974,14.1,,28.0,,20.2,,8.9,,6.1,0.030398564413189888,61.2,29.6,0.21756374835968018,0.03511717543005943,2017
3495,Pagoeta,C0A1_Pagoeta_2017_SET,C0A1,1,,77.9,,0.180,,0.164,,0.000,0.08858566731214523,C0A1_Pagoeta_2017_SET,SET,6,4,0.12649594247341156,70,0.009900989942252636,0.09044227004051208,0.4,0.03770430013537407,4.5,0.02932697720825672,10.2,0.4510805606842041,13.1,,26.7,,20.4,,6.2,,14.3,0.02295122668147087,58.3,32.8,0.5858293771743774,0.031044138595461845,2017
3578,Albaina,C0A4_Albaina_2018_SET,C0A4,0,,77.0,,0.274,,0.115,,0.000,0.09233980625867844,C0A4_Albaina_2018_SET,SET,4,2,0.12929357588291168,70,0.009900989942252636,0.10423604398965836,1.5,0.022426918148994446,14,0.028090812265872955,9.5,0.5369169116020203,17.4,,32.2,,26.1,,10.6,,5.4,0.02873149700462818,72.0,45.2,0.7645299434661865,0.026235336437821388,2018
3581,Antoñana,C0A3_Antoñana_2018_SET,C0A3,0,,79.8,,0.524,,0.443,,0.000,0.0907917320728302,C0A3_Antoñana_2018_SET,SET,10,6,0.17072182893753052,70,0.009900989942252636,0.10158590227365494,0.5,0.02241937443614006,22.8,0.02834930457174778,5.3,0.33051279187202454,17.6,,31.8,,26.5,,10.6,,7.2,0.022695202380418777,61.2,35.0,0.64443439245224,0.029646819457411766,2018
3599,Pagoeta,C0A1_Pagoeta_2018_SET,C0A1,0,,78.2,,0.253,,0.197,,0.000,0.10047844797372818,C0A1_Pagoeta_2018_SET,SET,4,2,0.10166464745998383,70,0.009900989942252636,0.1258430927991867,0.5,0.0210640337318182,20.1,0.026121357455849648,14.6,0.24721141159534454,16.4,,30.0,,24.0,,9.7,,12.2,0.028205381706357002,75.6,38.5,0.9731791615486145,0.02866698056459427,2018
3883,Albaina,C0A4_Albaina_2017_OCT,C0A4,1,,78.5,,0.155,,0.090,,0.000,0.10014401376247406,C0A4_Albaina_2017_OCT,OCT,13,11,0.20914766192436218,70,0.009900989942252636,0.11887816339731216,2.4,0.026596395298838615,21.6,0.030909212306141853,18.0,0.6619957089424133,12.8,,27.7,,21.5,,5.9,,14.5,0.03750031068921089,61.2,34.2,0.2598016560077667,0.03310969099402428,2017
3886,Antoñana,C0A3_Antoñana_2017_OCT,C0A3,1,,77.4,,0.459,,0.428,,0.000,0.09635665267705917,C0A3_Antoñana_2017_OCT,OCT,13,11,0.17032039165496826,70,0.009900989942252636,0.11235269159078598,1.3,0.030929021537303925,19,0.03545236214995384,19.5,0.37128978967666626,12.7,,27.8,,21.1,,6.0,,14.5,0.029513727873563766,61.2,41.3,0.34006789326667786,0.02791612222790718,2017
3889,Egino,C0A2_Egino_2017_OCT,C0A2,1,,80.5,,0.141,,0.052,,0.000,0.11016838997602463,C0A2_Egino_2017_OCT,OCT,13,11,0.2919149398803711,70,0.009900989942252636,0.09999778866767883,3.2,0.031170396134257317,18.8,0.027094434946775436,13.3,0.3717096149921417,13.5,,26.1,,19.8,,7.8,,14.5,0.025123707950115204,88.9,41.0,0.2746526002883911,0.03753792494535446,2017
3904,Pagoeta,C0A1_Pagoeta_2017_OCT,C0A1,5,,77.1,,0.190,,0.157,,0.000,0.0651935264468193,C0A1_Pagoeta_2017_OCT,OCT,7,5,0.2566603422164917,70,0.009900989942252636,0.14554868638515472,1.6,0.03557642549276352,19,0.03313019871711731,9.5,0.4842557907104492,11.7,,25.6,,19.6,,4.5,,7.4,0.028286075219511986,74.2,35.3,0.3440369963645935,0.0465439148247242,2017
3987,Albaina,C0A4_Albaina_2018_OCT,C0A4,2,,81.2,,0.255,,0.118,,0.000,0.061921626329422,C0A4_Albaina_2018_OCT,OCT,7,5,0.15496991574764252,70,0.009900989942252636,0.09341557323932648,1.5,0.038683753460645676,8.7,0.0321132093667984,10.0,0.10329823940992355,11.4,,25.6,,17.8,,6.1,,6.1,0.031905319541692734,79.2,28.1,0.25263866782188416,0.03149132430553436,2018
3990,Antoñana,C0A3_Antoñana_2018_OCT,C0A3,2,,85.6,,0.535,,0.449,,0.000,0.06810152530670166,C0A3_Antoñana_2018_OCT,OCT,9,6,0.16951404511928558,70,0.009900989942252636,0.10620909184217453,1.5,0.026534944772720337,16.3,0.03235635161399841,4.5,0.4703989624977112,11.2,,24.9,,17.6,,6.2,,9.5,0.028665946796536446,79.2,31.8,0.23558036983013153,0.03515210747718811,2018
4008,Pagoeta,C0A1_Pagoeta_2018_OCT,C0A1,3,,82.2,,0.226,,0.186,,0.000,0.07372720539569855,C0A1_Pagoeta_2018_OCT,OCT,12,8,0.1389251947402954,70,0.009900989942252636,0.11133402585983276,1.5,0.03327967971563339,16.8,0.027820363640785217,4.5,0.33492138981819153,10.2,,23.2,,15.9,,5.2,,8.7,0.02244860865175724,56.9,31.4,0.5997739434242249,0.02600852958858013,2018
4292,Albaina,C0A4_Albaina_2017_NOV,C0A4,13,,83.1,,0.243,,0.138,,0.000,0.08933521062135696,C0A4_Albaina_2017_NOV,NOV,16,11,0.2520192265510559,70,0.009900989942252636,0.17692944407463074,1.6,0.027667175978422165,17.6,0.03579770401120186,5.5,0.36994341015815735,6.6,,18.9,,12.8,,1.9,,7.2,0.027451196685433388,61.2,41.3,0.128508061170578,0.036299724131822586,2017
4295,Antoñana,C0A3_Antoñana_2017_NOV,C0A3,14,,84.7,,0.578,,0.464,,0.000,0.05901901796460152,C0A3_Antoñana_2017_NOV,NOV,17,11,0.20009540021419525,70,0.009900989942252636,0.1603120118379593,1.6,0.02509126253426075,20.5,0.02418995462357998,6.1,0.20967741310596466,6.0,,20.3,,12.3,,1.5,,5.2,0.03271900862455368,61.2,34.9,0.3533155620098114,0.049291957169771194,2017
4298,Egino,C0A2_Egino_2017_NOV,C0A2,13,,86.8,,0.403,,0.200,,0.000,0.08268910646438599,C0A2_Egino_2017_NOV,NOV,18,11,0.12096154689788818,70,0.009900989942252636,0.17246024310588837,3.2,0.032679736614227295,20,0.03240075334906578,5.5,0.7114866375923157,6.5,,17.9,,11.4,,2.6,,5.5,0.033439893275499344,61.2,31.8,0.20961116254329681,0.029891442507505417,2017
4313,Pagoeta,C0A1_Pagoeta_2017_NOV,C0A1,11,,81.7,,0.165,,0.148,,0.000,0.09193204343318939,C0A1_Pagoeta_2017_NOV,NOV,16,11,0.23345541954040527,70,0.009900989942252636,0.20297937095165253,1.5,0.02490204945206642,16.3,0.035650599747896194,9.2,0.8020521998405457,5.9,,16.8,,11.3,,1.3,,14.7,0.03615991771221161,61.2,41.3,0.25642386078834534,0.04634808748960495,2017
4396,Albaina,C0A4_Albaina_2018_NOV,C0A4,4,,81.8,,0.449,,0.261,,0.000,0.08589214831590652,C0A4_Albaina_2018_NOV,NOV,16,11,0.18916824460029602,70,0.009900989942252636,0.17997486889362335,1.6,0.027783654630184174,20.4,0.029253195971250534,14.6,0.47168779373168945,8.6,,17.4,,13.2,,4.0,,10.9,0.03194443881511688,67.0,38.5,0.6502977609634399,0.03997178003191948,2018
4399,Antoñana,C0A3_Antoñana_2018_NOV,C0A3,6,,91.9,,0.789,,0.531,,0.000,0.05850041285157204,C0A3_Antoñana_2018_NOV,NOV,25,22,0.1541975885629654,70,0.009900989942252636,0.15464621782302856,2.1,0.0359177328646183,25.3,0.02442449890077114,5.0,0.33897262811660767,7.7,,16.1,,12.1,,3.7,,7.0,0.026997586712241173,63.0,39.7,0.12005732208490372,0.026231780648231506,2018
4402,Egino,C0A2_Egino_2018_NOV,C0A2,1,,82.3,,0.545,,0.259,,0.000,0.07122797518968582,C0A2_Egino_2018_NOV,NOV,16,11,0.22104798257350922,70,0.009900989942252636,0.1970655620098114,3.2,0.030272766947746277,13.3,0.03145560622215271,15.1,0.36695361137390137,9.0,,15.8,,12.3,,5.4,,8.6,0.035498619079589844,61.9,32.3,0.16333508491516113,0.02820548415184021,2018
4417,Pagoeta,C0A1_Pagoeta_2018_NOV,C0A1,7,,80.5,,0.219,,0.180,,0.000,0.07427830994129181,C0A1_Pagoeta_2018_NOV,NOV,27,18,0.1290976107120514,70,0.009900989942252636,0.1290968805551529,1.5,0.04248563200235367,16.3,0.027929214760661125,15.8,0.29570674896240234,7.9,,16.2,,11.4,,3.4,,6.4,0.024889323860406876,61.2,28.1,0.5268282294273376,0.03974699601531029,2018
4701,Albaina,C0A4_Albaina_2017_DIC,C0A4,7,,89.0,,0.541,,0.318,,0.000,0.09541976451873779,C0A4_Albaina_2017_DIC,DIC,13,11,0.14188669621944427,70,0.009900989942252636,0.12486159056425095,2,0.0254859309643507,27.7,0.026618551462888718,3.7,0.48057639598846436,5.0,,14.8,,9.0,,1.1,,4.9,0.029600776731967926,54.4,28.0,0.5318961143493652,0.03385281190276146,2017
4704,Antoñana,C0A3_Antoñana_2017_DIC,C0A3,16,,90.1,,1.032,,0.670,,0.000,0.05747320130467415,C0A3_Antoñana_2017_DIC,DIC,22,19,0.20200929045677185,70,0.009900989942252636,0.13879790902137756,1.5,0.040439583361148834,19.6,0.025160497054457664,9.2,0.2432059496641159,3.7,,15.3,,8.4,,-0.1,,9.1,0.02588222734630108,78.5,33.4,0.3360598087310791,0.05076523497700691,2017
4707,Egino,C0A2_Egino_2017_DIC,C0A2,16,,94.6,,0.773,,0.413,,0.000,0.07241562753915787,C0A2_Egino_2017_DIC,DIC,9,8,0.11402858793735504,70,0.009900989942252636,0.1269104927778244,1.5,0.029797885566949844,16.9,0.02781396172940731,5.5,0.40972575545310974,3.4,,14.5,,7.3,,-0.1,,5.5,0.025948798283934593,63.0,33.4,0.5224846005439758,0.03129034861922264,2017
4722,Pagoeta,C0A1_Pagoeta_2017_DIC,C0A1,13,,86.2,,0.188,,0.164,,0.000,0.08937372267246246,C0A1_Pagoeta_2017_DIC,DIC,19,16,0.10431670397520065,70,0.009900989942252636,0.1135919839143753,1.3,0.029487062245607376,16.9,0.036830347031354904,5.5,0.3718860149383545,3.6,,13.4,,7.5,,0.0,,5.5,0.0198117233812809,61.2,33.4,0.2048252373933792,0.03554636612534523,2017
4805,Albaina,C0A4_Albaina_2018_DIC,C0A4,13,,85.9,,0.417,,0.297,,0.000,0.08375383913516998,C0A4_Albaina_2018_DIC,DIC,7,3,0.15274974703788757,70,0.009900989942252636,0.12742744386196136,3.2,0.03374795988202095,11.1,0.02945985272526741,4.1,0.2265474498271942,5.8,,17.1,,11.7,,0.8,,14.7,0.025869563221931458,69.8,35.5,0.5613815188407898,0.038164399564266205,2018
4808,Antoñana,C0A3_Antoñana_2018_DIC,C0A3,8,,91.4,,0.699,,0.476,,0.000,0.08326508849859238,C0A3_Antoñana_2018_DIC,DIC,13,10,0.11489783227443695,70,0.009900989942252636,0.12180329114198685,2.1,0.02543293498456478,13.9,0.025624915957450867,4.4,0.30437949299812317,6.1,,18.0,,11.7,,1.4,,14.3,0.025610825046896935,58.3,32.8,0.15789936482906342,0.030836448073387146,2018
4811,Egino,C0A2_Egino_2018_DIC,C0A2,8,,88.2,,0.707,,0.234,,0.000,0.06915298104286194,C0A2_Egino_2018_DIC,DIC,22,18,0.24396562576293945,70,0.009900989942252636,0.14978136122226715,1.5,0.03350077569484711,8.7,0.02805236354470253,3.9,0.5997740030288696,6.3,,17.2,,11.2,,1.9,,7.1,0.03791934251785278,60.5,40.3,0.19084897637367249,0.02922338992357254,2018
4826,Pagoeta,C0A1_Pagoeta_2018_DIC,C0A1,12,,84.5,,0.229,,0.207,,0.000,0.10527688264846802,C0A1_Pagoeta_2018_DIC,DIC,13,11,0.1695822775363922,70,0.009900989942252636,0.1373589038848877,1.3,0.03581949323415756,19,0.03242212161421776,9.2,0.2745548486709595,5.9,,15.6,,10.2,,1.4,,14.7,0.026501910760998726,61.2,38.2,0.5685290098190308,0.03729879856109619,2018
3785,Egino,C0A2_Egino_2019_OCT,C0A2,0,,79.0,0.01578870601952076,0.262,,0.066,,0.000,,C0A2_Egino_2019_OCT,OCT,13,11,0.16344712674617767,70,0.009900989942252636,0.1752440184354782,2,0.024272222071886063,16.8,0.025813434273004532,10.8,0.4492611587047577,13.3,,27.0,,18.9,,8.6,,5.4,0.03517003357410431,61.9,34.5,0.21260805428028107,0.029998738318681717,2019
98,Albaina,C0A4_Albaina_2019_ENE,C0A4,12,,86.7,,1.688,,0.429,,0.225,,C0A4_Albaina_2019_ENE,ENE,10,5,0.14915625751018524,70,0.009900989942252636,0.1480053961277008,1.3,0.0404692143201828,19.6,0.034772343933582306,4.0,0.14664973318576813,3.5,,13.4,,7.9,,-0.1,,9.5,0.028095027431845665,78.5,34.6,0.25212740898132324,0.034662649035453796,2019
101,Antoñana,C0A3_Antoñana_2019_ENE,C0A3,13,,91.4,,1.654,,0.609,,0.402,,C0A3_Antoñana_2019_ENE,ENE,19,17,0.1144457533955574,70,0.009900989942252636,0.18032729625701904,2.8,0.02791273593902588,18.2,0.030951330438256264,4.0,0.8306300044059753,3.5,,13.6,,7.9,,0.2,,6.4,0.03372291103005409,63.0,31.2,0.8532590270042419,0.04229237511754036,2019
104,Egino,C0A2_Egino_2019_ENE,C0A2,15,,91.4,,1.603,,0.363,,0.117,,C0A2_Egino_2019_ENE,ENE,19,14,0.20513243973255157,70,0.009900989942252636,0.1761818677186966,1.7,0.0276899803429842,19.6,0.036268919706344604,4.0,0.42365697026252747,3.1,,12.6,,6.8,,0.0,,6.4,0.04110310971736908,61.2,33.7,0.7531741857528687,0.03404655680060387,2019
119,Pagoeta,C0A1_Pagoeta_2019_ENE,C0A1,11,,86.1,,0.533,,0.223,,0.193,,C0A1_Pagoeta_2019_ENE,ENE,11,7,0.15893687307834625,70,0.009900989942252636,0.12141045928001404,1.7,0.02584507316350937,13.9,0.032495204359292984,19.4,0.19591690599918365,2.9,,12.0,,6.3,,0.0,,5.4,0.02691211737692356,73.8,40.8,0.2591838538646698,0.025497620925307274,2019
507,Albaina,C0A4_Albaina_2019_FEB,C0A4,18,,75.4,,1.017,,0.463,,0.268,,C0A4_Albaina_2019_FEB,FEB,20,20,0.1884179711341858,70,0.009900989942252636,0.1298213005065918,3.2,0.035134077072143555,18.2,0.02912740595638752,5.9,0.331816703081131,5.8,,22.3,,13.6,,-0.5,,9.4,0.025031715631484985,69.8,40.8,0.428451806306839,0.030403489246964455,2019
510,Antoñana,C0A3_Antoñana_2019_FEB,C0A3,18,,82.8,,1.250,,0.592,,0.389,,C0A3_Antoñana_2019_FEB,FEB,20,20,0.13462716341018677,70,0.009900989942252636,0.18131299316883087,1.5,0.044261183589696884,19.6,0.03385114669799805,15.6,0.1383514553308487,5.7,,23.3,,13.4,,-0.1,,5.7,0.04207703843712807,61.2,31.3,0.46107375621795654,0.036885395646095276,2019
513,Egino,C0A2_Egino_2019_FEB,C0A2,12,,71.7,,1.266,,0.436,,0.219,,C0A2_Egino_2019_FEB,FEB,4,1,0.11952053755521774,70,0.009900989942252636,0.1347000151872635,1.3,0.040138620883226395,19,0.032185908406972885,8.0,0.2797768712043762,7.1,,23.1,,12.9,,1.7,,7.4,0.02751290239393711,61.2,36.6,0.2720097005367279,0.04560215398669243,2019
528,Pagoeta,C0A1_Pagoeta_2019_FEB,C0A1,22,,78.0,,0.378,,0.262,,0.221,,C0A1_Pagoeta_2019_FEB,FEB,6,4,0.13522425293922424,70,0.009900989942252636,0.11401300132274628,0.5,0.03465341776609421,25.3,0.0333842895925045,4.7,0.23439660668373108,4.7,,20.2,,11.7,,-1.3,,4.6,0.025999467819929123,61.9,31.8,0.2288769632577896,0.037516266107559204,2019
916,Albaina,C0A4_Albaina_2019_MAR,C0A4,17,,71.4,,0.270,,0.243,,0.218,,C0A4_Albaina_2019_MAR,MAR,10,5,0.107720285654068,70,0.009900989942252636,0.0971902459859848,1.6,0.03499597683548927,10.7,0.02491762302815914,5.7,0.41994693875312805,7.5,,23.3,,15.2,,0.0,,9.5,0.03345181420445442,64.8,39.7,0.43825215101242065,0.030281566083431244,2019
919,Antoñana,C0A3_Antoñana_2019_MAR,C0A3,14,,78.3,,0.521,,0.494,,0.445,,C0A3_Antoñana_2019_MAR,MAR,12,8,0.21741540729999542,70,0.009900989942252636,0.09278998523950577,1.6,0.030316302552819252,18.5,0.03154949098825455,5.3,0.4623328149318695,7.6,,21.8,,15.4,,0.7,,4.8,0.02683773636817932,52.9,31.1,0.5656829476356506,0.03990039974451065,2019
922,Egino,C0A2_Egino_2019_MAR,C0A2,12,,71.2,,0.310,,0.223,,0.159,,C0A2_Egino_2019_MAR,MAR,22,18,0.1679592877626419,70,0.009900989942252636,0.08725017309188843,1.5,0.03398206830024719,13.3,0.023260828107595444,13.4,0.17553776502609253,7.6,,22.6,,14.1,,1.1,,7.4,0.022834526374936104,60.5,38.4,0.2837356925010681,0.032443054020404816,2019
937,Pagoeta,C0A1_Pagoeta_2019_MAR,C0A1,13,,70.8,,0.250,,0.231,,0.224,,C0A1_Pagoeta_2019_MAR,MAR,11,9,0.20609121024608612,70,0.009900989942252636,0.10266078263521194,3.2,0.02885752171278,18.5,0.023248592391610146,4.7,0.19616739451885223,7.1,,21.0,,13.5,,0.2,,9.1,0.0293838270008564,63.7,33.5,0.6465304493904114,0.03571601212024689,2019
1325,Albaina,C0A4_Albaina_2019_ABR,C0A4,3,,75.7,,0.360,,0.263,,0.230,,C0A4_Albaina_2019_ABR,ABR,8,4,0.15462224185466766,70,0.009900989942252636,0.14542891085147858,1.3,0.032879386097192764,19,0.04274185374379158,5.4,0.2685733437538147,9.1,,21.8,,15.5,,2.8,,7.1,0.036544665694236755,61.2,33.7,0.33875468373298645,0.038809582591056824,2019
1328,Antoñana,C0A3_Antoñana_2019_ABR,C0A3,2,,81.8,,0.744,,0.522,,0.461,,C0A3_Antoñana_2019_ABR,ABR,18,14,0.1969902068376541,70,0.009900989942252636,0.11519497632980347,1.7,0.030676255002617836,14,0.03495435044169426,5.2,0.28760626912117004,9.1,,22.1,,15.6,,3.1,,5.2,0.03386692330241203,55.4,37.1,0.405341774225235,0.035416796803474426,2019
1331,Egino,C0A2_Egino_2019_ABR,C0A2,3,,74.7,,0.323,,0.208,,0.152,,C0A2_Egino_2019_ABR,ABR,7,5,0.15836291015148163,70,0.009900989942252636,0.1578141152858734,1.5,0.04369468241930008,19,0.04140235483646393,14.5,0.29467862844467163,9.1,,19.6,,14.5,,3.6,,9.1,0.047490980476140976,64.8,41.0,0.4267764687538147,0.03383025527000427,2019
1346,Pagoeta,C0A1_Pagoeta_2019_ABR,C0A1,5,,76.6,,0.411,,0.243,,0.226,,C0A1_Pagoeta_2019_ABR,ABR,8,5,0.2006540447473526,70,0.009900989942252636,0.15953941643238068,1.5,0.03716816380620003,7.3,0.031804848462343216,5.5,0.8443652987480164,8.2,,19.7,,13.5,,2.7,,5.5,0.03846954554319382,61.2,36.6,0.5596268177032471,0.05105186626315117,2019
1734,Albaina,C0A4_Albaina_2019_MAY,C0A4,5,,74.7,,0.311,,0.245,,0.196,,C0A4_Albaina_2019_MAY,MAY,14,10,0.17693845927715302,70,0.009900989942252636,0.12146170437335968,2.8,0.0308461245149374,16.3,0.031129391863942146,4.5,0.3983403444290161,11.0,,29.0,,18.2,,3.9,,5.5,0.023576144129037857,61.2,30.0,0.2341611087322235,0.04445114731788635,2019
1737,Antoñana,C0A3_Antoñana_2019_MAY,C0A3,2,,81.0,,0.694,,0.492,,0.405,,C0A3_Antoñana_2019_MAY,MAY,16,14,0.16634255647659302,70,0.009900989942252636,0.1368616819381714,2.9,0.025570780038833618,20.2,0.043966472148895264,5.9,0.499337762594223,11.2,,29.3,,18.3,,4.6,,5.5,0.030439145863056183,79.2,31.8,0.22162652015686035,0.04142196848988533,2019
