index,MMM,month,year,station_name,code_merge,station_code,merge_cod,weath_days_frost,weath_humidity,weath_maxLevel,weath_midLevel,weath_minLevel,weath_days_rain,weath_days_rain1mm,weath_accuRainfall,weath_10minRainfall,weath_1dayRainfall,weath_solar,weath_meanTemp,weath_maxTemp,weath_maxMeanTemp,weath_minTemp,weath_meanWindM,weath_maxWindM,weath_meanDayMaxWind
953,MAR,3,2017,Balmaseda,C0C2_Balmaseda_2017_MAR,C0C2,C0C2_Balmaseda_2017_MAR,4,76.6,0.382,0.307,0.219933219,11,8,68.9,3.2,20.8,12.5491426,9.5,26.8,16.4,3.6,10.62264307,75.58172761,40.11723618
956,MAR,3,2017,Berriatua,C0BE_Berriatua_2017_MAR,C0BE,C0BE_Berriatua_2017_MAR,0,80.3,1.198,0.323,0.190567365,14,12,120.6,1.8,31.3,12.58803813,12.2,27.1,17.2,7.6,11.23084728,73.42092373,40.21101949
961,MAR,3,2017,Elorrio,C074_Elorrio_2017_MAR,C074,C074_Elorrio_2017_MAR,0,76.9,0.596,0.214,0.169360793,14,11,93,1.9,28.9,12.52759575,12,29.3,18.4,6.8,10.70094522,74.47519665,40.14117196
965,MAR,3,2017,Iruzubieta,C0BD_Iruzubieta_2017_MAR,C0BD,C0BD_Iruzubieta_2017_MAR,0,79.8,0.81,0.25,0.186151537,14,12,142.4,3,33.7,12.57853846,10.6,26.6,16.5,5.4,10.97211001,74.51901413,40.15769282
968,MAR,3,2017,Mañaria,C0B7_Mañaria_2017_MAR,C0B7,C0B7_Mañaria_2017_MAR,0,72.1,0.61,0.251,0.183119835,14,12,101,2.4,23,12.52644616,11.1,27.5,16.8,6,10.09632037,74.28890437,40.10828685
971,MAR,3,2017,Muxika,C063_Muxika_2017_MAR,C063,C063_Muxika_2017_MAR,0,76.4,0.848,0.263,0.17142875,13,11,121.8,2,27.8,12.54321587,12.2,27.4,18,6.5,10.70782908,74.75408256,40.13433967
973,MAR,3,2017,Oleta,C0BA_Oleta_2017_MAR,C0BA,C0BA_Oleta_2017_MAR,0,79.7,1.258,0.3,0.19178635,12,12,114.5,2.2,28.1,12.59626327,11.7,27,17,7,11.15371405,74.61868565,40.14725225
979,MAR,3,2017,Sangroniz,C0B9_Sangroniz_2017_MAR,C0B9,C0B9_Sangroniz_2017_MAR,1,78,1.779,0.552,0.246312649,15,10,117.3,3.1,45.2,12.54610363,11.7,27.1,17.4,6.2,10.7495817,74.17555782,40.16134557
983,MAR,3,2017,Urkizu,C0B3_Urkizu_2017_MAR,C0B3,C0B3_Urkizu_2017_MAR,2,79.5,1.05,0.315,0.183261641,15,9,111.5,3.1,34.4,12.54262484,11,27.7,17.2,5.6,10.85893041,74.05787339,40.13591111
985,MAR,3,2017,Agauntza,C0E5_Agauntza_2017_MAR,C0E5,C0E5_Agauntza_2017_MAR,0,73.7,0.946,0.327,0.189824001,15,9,80,2.1,24.6,12.52984887,11.4,27,17.3,6.5,10.26917709,73.86012606,40.11759165
986,MAR,3,2017,Aitzu,C0DB_Aitzu_2017_MAR,C0DB,C0DB_Aitzu_2017_MAR,1,77.8,0.84,0.262,0.163865653,17,12,130.4,2,45.2,12.49440764,9.8,28,16.4,4.8,10.52725728,73.49678977,40.15331697
987,MAR,3,2017,Aixola,C0D3_Aixola_2017_MAR,C0D3,C0D3_Aixola_2017_MAR,0,79.3,0.31,0.111,0.162404388,16,11,129.1,1.5,39.3,12.54289726,10.2,26.3,16.1,5.4,10.84417993,74.14110392,40.15601328
988,MAR,3,2017,Aizarnazabal,C0DD_Aizarnazabal_2017_MAR,C0DD,C0DD_Aizarnazabal_2017_MAR,0,74.3,1.659,0.568,0.25621245,15,11,139.4,2.5,40.5,12.52736057,11.8,24.7,16.7,7.3,10.39732234,73.90835902,40.12468614
989,MAR,3,2017,Alegia,C0E9_Alegia_2017_MAR,C0E9,C0E9_Alegia_2017_MAR,0,78.6,1.412,0.514,0.229651565,15,10,116.4,1.1,38,12.53100474,11.4,27.8,18.1,6.2,10.9110186,74.26856612,40.1421113
990,MAR,3,2017,Altzola,C078_Altzola_2017_MAR,C078,C078_Altzola_2017_MAR,0,78.2,1.819,0.618,0.249965078,16,12,169.5,2.3,63.3,12.53264003,11.1,25.1,16.4,6.7,10.82376839,74.27321079,40.15586289
991,MAR,3,2017,Ameraun,C052_Ameraun_2017_MAR,C052,C052_Ameraun_2017_MAR,0,73.2,1.745,0.317,0.170989184,15,12,219.5,2.2,63.6,12.52528193,10.5,25.6,15.7,6.1,10.06519442,74.384617,40.11862383
992,MAR,3,2017,Amundarain,C0E1_Amundarain_2017_MAR,C0E1,C0E1_Amundarain_2017_MAR,0,74.7,0.935,0.331,0.192007923,15,10,87.7,1.8,25.7,12.53012517,11.1,27.7,17.3,5.7,10.30620281,74.1171209,40.11477728
993,MAR,3,2017,Andoain,C077_Andoain_2017_MAR,C077,C077_Andoain_2017_MAR,0,78.4,1.416,0.618,0.238007916,16,12,184.4,2.4,52.3,12.537799,11.5,25.8,16.6,6.8,10.9147867,74.44418668,40.16466548
994,MAR,3,2017,Añarbe,C080_Añarbe_2017_MAR,C080,C080_Añarbe_2017_MAR,0,83.5,1.209,0.449,0.205076671,16,15,262.8,2.9,77.4,12.59905953,10.7,27.4,17,5.6,11.40490515,73.54100437,40.19932812
995,MAR,3,2017,Araxes,C0E8_Araxes_2017_MAR,C0E8,C0E8_Araxes_2017_MAR,0,77.8,1.393,0.46,0.220853687,15,11,153.2,1.8,46.4,12.51826394,11.6,27.2,17.8,6.6,10.79470121,74.32253975,40.13828469
998,MAR,3,2017,Belauntza,C0EA_Belauntza_2017_MAR,C0EA,C0EA_Belauntza_2017_MAR,0,78.9,0.93,0.304,0.182604206,14,13,164.8,2,55.1,12.54917282,12.6,28.1,18.6,7.6,11.05922837,73.83515635,40.18348651
1001,MAR,3,2017,Ereñozu,C0F0_Ereñozu_2017_MAR,C0F0,C0F0_Ereñozu_2017_MAR,0,79.5,1.563,0.667,0.239041315,16,13,176.6,2.8,44,12.53421978,11.6,25.4,16.9,7.2,11.11110807,74.20182438,40.17885984
1003,MAR,3,2017,Estanda,C0E7_Estanda_2017_MAR,C0E7,C0E7_Estanda_2017_MAR,0,76.4,0.79,0.224,0.158360321,17,11,104.8,1.2,37.4,12.53761035,11.5,27.7,17.9,6.3,10.64012276,74.23961048,40.14326288
1008,MAR,3,2017,Matxinbenta,C0DE_Matxinbenta_2017_MAR,C0DE,C0DE_Matxinbenta_2017_MAR,0,83.5,0.644,0.189,0.163044768,17,13,149.1,2.5,47.5,12.58108772,12.3,27.7,17.8,7.7,11.56176783,73.9099259,40.17334312
1010,MAR,3,2017,Oiartzun,C0F4_Oiartzun_2017_MAR,C0F4,C0F4_Oiartzun_2017_MAR,0,70.2,1.235,0.374,0.184651911,16,12,153.1,2.7,35.7,12.48681019,12.3,26,17.4,7.5,10.0440745,72.99767853,40.11364945
1011,MAR,3,2017,Oñati,C0D1_Oñati_2017_MAR,C0D1,C0D1_Oñati_2017_MAR,1,77.7,1.118,0.377,0.19689397,16,11,107.8,1.5,35.4,12.53215174,11,27.1,17.1,5.7,10.64352117,73.73103692,40.16458463
1013,MAR,3,2017,San Prudentzio,C0D2_San Prudentzio_2017_MAR,C0D2,C0D2_San Prudentzio_2017_MAR,0,76.1,1.04,0.452,0.230149684,15,10,105.6,1.9,32.5,12.53195342,11.8,28.2,18.1,6.9,10.57603078,74.00022663,40.13465204
1015,MAR,3,2017,Urkulu,C0D0_Urkulu_2017_MAR,C0D0,C0D0_Urkulu_2017_MAR,0,73.2,0.539,0.167,0.153878738,16,9,118.5,2.9,53.8,12.52905429,10.7,27.2,16.3,5.9,10.12553985,73.90471882,40.13883285
1019,MAR,3,2018,Abetxuko,C076_Abetxuko_2018_MAR,C076,C076_Abetxuko_2018_MAR,6,78.5,0.586,0.224,0.187377455,26,20,96.3,2.6,8.9,12.44288499,7.3,19.1,12.5,3.2,10.25889702,71.73946198,40.03436976
1039,MAR,3,2018,Ozaeta,C055_Ozaeta_2018_MAR,C055,C055_Ozaeta_2018_MAR,7,75.3,0.754,0.303,0.206127055,27,20,102.8,2,12.7,12.44156941,6.4,16.3,10.5,2.4,10.13126474,70.15708171,39.99966138
1045,MAR,3,2018,Sarria,C0A0_Sarria_2018_MAR,C0A0,C0A0_Sarria_2018_MAR,11,80.6,0.869,0.295,0.185471881,27,18,161.1,2.1,21.2,12.42615092,5.8,17.4,10.8,1.5,10.24039056,73.16562888,39.97851931
1051,MAR,3,2018,Abusu (La Peña),C0B1_Abusu (La Peña)_2018_MAR,C0B1,C0B1_Abusu (La Peña)_2018_MAR,0,66,2.026,0.815,0.171848702,24,20,125.9,1.8,16.4,12.43830717,10.5,19.5,14.5,6.7,9.613088562,70.39401121,40.00743284
1052,MAR,3,2018,Amorebieta,C079_Amorebieta_2018_MAR,C079,C079_Amorebieta_2018_MAR,0,94.1,1.212,0.64,0.222283172,23,19,157.7,1.9,21.5,12.53919888,10.2,19.8,14.5,6,11.87271778,76.39564563,40.28193506
1053,MAR,3,2018,Aranguren,C0C1_Aranguren_2018_MAR,C0C1,C0C1_Aranguren_2018_MAR,0,66.9,2.466,1.051,0.194224204,22,19,132.9,2.1,15.5,12.45432973,10.8,20.7,15.7,6.3,9.699652637,71.11991598,40.03861717
1057,MAR,3,2018,Balmaseda,C0C2_Balmaseda_2018_MAR,C0C2,C0C2_Balmaseda_2018_MAR,2,71.4,1.43,0.456,0.175606295,22,17,128.8,1.7,15.6,12.43400522,9.5,19.1,14.3,4.6,10.11168896,71.08770958,40.06978589
1065,MAR,3,2018,Elorrio,C074_Elorrio_2018_MAR,C074,C074_Elorrio_2018_MAR,0,72.7,0.509,0.264,0.186216149,26,19,159.9,1.7,20.6,12.47884741,10.5,20.8,15.1,6.1,10.13562767,72.34868847,39.97076703
1066,MAR,3,2018,Galdakao,C009_Galdakao_2018_MAR,C009,C009_Galdakao_2018_MAR,0,64.7,2.866,1.29,0.188782581,22,20,142.4,3.6,21.1,12.46113168,11.5,20.6,15.5,7.4,9.562880942,69.65926732,40.0308591
1069,MAR,3,2018,Iruzubieta,C0BD_Iruzubieta_2018_MAR,C0BD,C0BD_Iruzubieta_2018_MAR,2,74,0.637,0.314,0.204122743,25,21,195.3,2.3,25.3,12.44099893,9.4,18.9,14.3,4.4,10.24272558,71.07653671,39.99881834
1072,MAR,3,2018,Mañaria,C0B7_Mañaria_2018_MAR,C0B7,C0B7_Mañaria_2018_MAR,1,68.2,0.666,0.313,0.19862758,23,19,171.3,2.1,21.2,12.42234371,9.8,18.6,13.9,5.9,9.797406628,70.61870835,40.06376514
1075,MAR,3,2018,Muxika,C063_Muxika_2018_MAR,C063,C063_Muxika_2018_MAR,2,69.9,0.744,0.334,0.20552839,26,18,163.5,2.9,21.4,12.43487722,10.8,20.6,15.2,5.4,9.773126532,68.56345121,39.99845526
1077,MAR,3,2018,Oleta,C0BA_Oleta_2018_MAR,C0BA,C0BA_Oleta_2018_MAR,0,71.4,0.808,0.357,0.195350196,28,20,136.6,1.6,18.6,12.48604585,11.1,21,15.7,6.1,9.739548931,70.64625927,39.9438586
1083,MAR,3,2018,Sangroniz,C0B9_Sangroniz_2018_MAR,C0B9,C0B9_Sangroniz_2018_MAR,0,69,1.405,0.625,0.186609355,22,17,115,2.7,21.7,12.4582422,10.8,20.7,15.3,6.1,9.946682684,72.03626603,40.04848033
1087,MAR,3,2018,Urkizu,C0B3_Urkizu_2018_MAR,C0B3,C0B3_Urkizu_2018_MAR,1,71.9,1.58,0.711,0.194924286,22,19,160.5,1.8,18.7,12.4486465,10.1,19.8,14.9,5.7,10.21735303,72.26600786,40.08571612
1089,MAR,3,2018,Agauntza,C0E5_Agauntza_2018_MAR,C0E5,C0E5_Agauntza_2018_MAR,2,70.8,0.721,0.39,0.196959451,22,21,103,1.6,15.5,12.43008888,9.3,18.8,13.4,5.5,10.02125151,70.88444525,40.06290063
1090,MAR,3,2018,Aitzu,C0DB_Aitzu_2018_MAR,C0DB,C0DB_Aitzu_2018_MAR,5,73.3,0.751,0.361,0.210312946,24,19,186,2.4,21.9,12.44034653,8,18.2,12.7,3.8,10.21195892,70.24101785,40.05678195
1091,MAR,3,2018,Aixola,C0D3_Aixola_2018_MAR,C0D3,C0D3_Aixola_2018_MAR,2,71.7,0.292,0.144,0.19246877,25,19,168.3,1.9,22.6,12.4218314,8.5,17.6,12.6,4.5,10.1182072,70.70628517,40.03160429
1092,MAR,3,2018,Aizarnazabal,C0DD_Aizarnazabal_2018_MAR,C0DD,C0DD_Aizarnazabal_2018_MAR,0,67.7,1.027,0.627,0.197909455,22,19,107,2.2,14.4,12.45431326,10.4,19.8,14.4,6.3,9.772384687,71.5363221,40.0438567
1093,MAR,3,2018,Alegia,C0E9_Alegia_2018_MAR,C0E9,C0E9_Alegia_2018_MAR,1,78.6,1.124,0.681,0.203254926,23,20,117.4,1.3,11.3,12.49749558,10.1,20.6,15.7,5.6,10.51399296,73.5271703,40.09675406
1094,MAR,3,2018,Altzola,C078_Altzola_2018_MAR,C078,C078_Altzola_2018_MAR,1,71.6,1.37,0.785,0.197521945,25,21,156.8,1.9,16,12.45518192,10.3,20.3,14.8,5.8,10.13964716,71.36057313,39.99392804
1095,MAR,3,2018,Ameraun,C052_Ameraun_2018_MAR,C052,C052_Ameraun_2018_MAR,2,67.7,1.094,0.456,0.182407997,24,20,183.8,2.5,26.7,12.41116667,8.6,17.3,12.7,4.9,9.653503198,69.51858127,40.00106398
1096,MAR,3,2018,Amundarain,C0E1_Amundarain_2018_MAR,C0E1,C0E1_Amundarain_2018_MAR,2,72.1,0.749,0.407,0.198172223,21,21,129.8,1.9,15.1,12.43882815,9.7,18.8,13.8,5.9,10.19628777,71.56188955,40.08901954
1097,MAR,3,2018,Andoain,C077_Andoain_2018_MAR,C077,C077_Andoain_2018_MAR,1,75.8,0.832,0.541,0.199370867,24,20,144,3,18.9,12.46612215,10.3,19.1,14.4,6,10.35400216,72.67418772,40.03944158
1098,MAR,3,2018,Añarbe,C080_Añarbe_2018_MAR,C080,C080_Añarbe_2018_MAR,3,80.6,0.706,0.456,0.199736577,24,20,232.6,3,24.4,12.48007308,9.4,19.1,13.7,4.9,10.52303797,72.54682187,40.05767321
1099,MAR,3,2018,Araxes,C0E8_Araxes_2018_MAR,C0E8,C0E8_Araxes_2018_MAR,1,72,0.87,0.502,0.186625516,23,19,111.4,1.7,10.7,12.44750079,9.7,19.3,14.2,5.4,10.20990993,72.05336914,40.05449385
1102,MAR,3,2018,Belauntza,C0EA_Belauntza_2018_MAR,C0EA,C0EA_Belauntza_2018_MAR,1,72.9,0.504,0.319,0.198304868,23,21,111.4,2.1,11.8,12.45388714,10,19.3,14.3,5.9,10.34570994,72.30857222,40.05650979
1105,MAR,3,2018,Ereñozu,C0F0_Ereñozu_2018_MAR,C0F0,C0F0_Ereñozu_2018_MAR,0,73.8,1.084,0.665,0.199296043,23,17,142.1,2.5,15.5,12.47537474,10.4,20,14.5,6.3,10.3727777,73.52366391,40.01538588
1107,MAR,3,2018,Estanda,C0E7_Estanda_2018_MAR,C0E7,C0E7_Estanda_2018_MAR,2,73.2,0.666,0.296,0.198668643,23,21,148.8,1.7,18.6,12.44256278,9.7,19.4,14.4,5.5,10.32674146,71.38523581,40.06795221
1112,MAR,3,2018,Matxinbenta,C0DE_Matxinbenta_2018_MAR,C0DE,C0DE_Matxinbenta_2018_MAR,2,75.4,0.439,0.221,0.191837884,24,19,160.3,2,21.8,12.44409801,8.6,18.3,12.8,4.6,10.30928683,71.88942344,40.05156411
1114,MAR,3,2018,Oiartzun,C0F4_Oiartzun_2018_MAR,C0F4,C0F4_Oiartzun_2018_MAR,0,67.7,0.579,0.368,0.197015268,24,18,99.5,2.5,10.9,12.448867,11.1,20.2,15,6.7,9.822765822,70.95146471,40.01919123
1115,MAR,3,2018,Oñati,C0D1_Oñati_2018_MAR,C0D1,C0D1_Oñati_2018_MAR,2,73.7,1.01,0.486,0.194501735,26,20,143.7,2.2,18.2,12.44382092,9.5,19.6,13.8,5.3,10.1335331,70.72973605,39.97531494
1117,MAR,3,2018,San Prudentzio,C0D2_San Prudentzio_2018_MAR,C0D2,C0D2_San Prudentzio_2018_MAR,2,73.7,1.064,0.609,0.18905866,24,20,154.5,2.4,18.7,12.43735367,9.3,19.6,13.9,5.2,10.32741679,71.32880494,40.0557362
1119,MAR,3,2018,Urkulu,C0D0_Urkulu_2018_MAR,C0D0,C0D0_Urkulu_2018_MAR,2,71.4,0.52,0.189,0.185284103,28,20,155.9,3,17.7,12.42674514,8.5,18.5,12.6,5,9.883306664,69.86041556,39.93067279
1227,ABR,4,2016,Abetxuko,C076_Abetxuko_2016_ABR,C076,C076_Abetxuko_2016_ABR,3,79.7,0.519,0.159,0.150896147,19,14,49.6,1.3,7.3,12.46735612,9.2,21.4,15.4,3.5,10.75324948,72.77461241,40.11721383
1244,ABR,4,2016,Ozaeta,C055_Ozaeta_2016_ABR,C055,C055_Ozaeta_2016_ABR,3,76.1,0.571,0.218,0.176914268,20,15,62.6,2.8,9.3,12.45820803,9.7,21,14.9,4.3,10.55857622,71.97948393,40.12744924
1249,ABR,4,2016,Sarria,C0A0_Sarria_2016_ABR,C0A0,C0A0_Sarria_2016_ABR,2,85.2,0.683,0.295,0.189068462,23,18,107.1,6.1,17.4,12.52265197,9.1,21.2,14.8,4.1,10.79948492,73.65726703,40.07113248
1254,ABR,4,2016,Abusu (La Peña),C0B1_Abusu (La Peña)_2016_ABR,C0B1,C0B1_Abusu (La Peña)_2016_ABR,0,80,1.484,0.576,0.205123628,20,11,68.6,2.7,20.7,12.51615525,11.3,21.6,16,6.8,10.83191594,74.43524472,40.1294978
1255,ABR,4,2016,Amorebieta,C079_Amorebieta_2016_ABR,C079,C079_Amorebieta_2016_ABR,1,74.8,1.042,0.493,0.228251996,18,12,58.5,3,16.4,12.49612264,11.1,21,16.1,6.2,10.55707243,72.93230403,40.15878272
1256,ABR,4,2016,Aranguren,C0C1_Aranguren_2016_ABR,C0C1,C0C1_Aranguren_2016_ABR,0,73,1.784,0.948,0.216462971,19,12,67.9,2.1,13.6,12.4852304,13,24,18.2,8.3,10.43787469,73.88237643,40.10991584
1260,ABR,4,2016,Balmaseda,C0C2_Balmaseda_2016_ABR,C0C2,C0C2_Balmaseda_2016_ABR,5,72.1,0.826,0.404,0.201393969,20,10,64.9,2.4,14.4,12.51937168,9.2,18.4,14.2,4,10.12130802,70.96714124,40.07903562
1263,ABR,4,2016,Berriatua,C0BE_Berriatua_2016_ABR,C0BE,C0BE_Berriatua_2016_ABR,0,75.8,0.642,0.288,0.190709128,22,14,58.6,1.9,12,12.50533752,12.5,23.5,17.4,7.7,10.47733141,74.10796873,40.07829323
1268,ABR,4,2016,Elorrio,C074_Elorrio_2016_ABR,C074,C074_Elorrio_2016_ABR,0,73.4,0.449,0.229,0.190282348,22,15,86.7,2.6,16,12.48593933,12.2,23.9,17.5,7.1,10.45206572,73.51489109,40.04417376
1271,ABR,4,2016,Iruzubieta,C0BD_Iruzubieta_2016_ABR,C0BD,C0BD_Iruzubieta_2016_ABR,0,76.6,0.543,0.234,0.19144817,22,15,82.6,1.7,17.1,12.51343925,10.9,21,16.1,5.4,10.50235005,74.12429007,40.07336681
1274,ABR,4,2016,Mañaria,C0B7_Mañaria_2016_ABR,C0B7,C0B7_Mañaria_2016_ABR,0,71.8,0.516,0.255,0.196987915,18,14,81,1.8,19.1,12.4933859,12.1,22.6,16.8,7.5,10.2033793,73.4665839,40.09754682
1277,ABR,4,2016,Muxika,C063_Muxika_2016_ABR,C063,C063_Muxika_2016_ABR,1,73,0.636,0.241,0.179635351,18,12,59.2,1.9,11.6,12.48976535,11.4,21.6,16.7,5.6,10.36924971,72.81093326,40.14936037
1279,ABR,4,2016,Oleta,C0BA_Oleta_2016_ABR,C0BA,C0BA_Oleta_2016_ABR,0,79,0.654,0.261,0.181723675,23,13,56.3,2.8,8.3,12.50649873,12.4,23.2,17.4,7.5,10.53659396,74.44885153,40.09589382
1285,ABR,4,2016,Sangroniz,C0B9_Sangroniz_2016_ABR,C0B9,C0B9_Sangroniz_2016_ABR,0,73.9,0.982,0.492,0.242379515,17,12,66.7,2.7,17.4,12.50849218,11.8,21.3,16.9,6.4,10.3868532,73.93543521,40.12307628
1289,ABR,4,2016,Urkizu,C0B3_Urkizu_2016_ABR,C0B3,C0B3_Urkizu_2016_ABR,1,77.2,1.145,0.444,0.21111751,19,12,64,3.2,20.8,12.49911293,11.2,23.2,16.7,6.1,10.77736756,73.17656271,40.13589403
1291,ABR,4,2016,Agauntza,C0E5_Agauntza_2016_ABR,C0E5,C0E5_Agauntza_2016_ABR,0,72,0.748,0.34,0.191449247,22,15,83.3,2,11.7,12.47691417,11.5,23.3,16.3,7,10.30696477,73.19467604,40.0307303
1292,ABR,4,2016,Aitzu,C0DB_Aitzu_2016_ABR,C0DB,C0DB_Aitzu_2016_ABR,1,73.8,0.626,0.3,0.193278886,22,17,105.3,1.8,19.3,12.45390259,9.8,22.6,15,4.8,10.32557396,72.7953007,40.0830069
1293,ABR,4,2016,Aixola,C0D3_Aixola_2016_ABR,C0D3,C0D3_Aixola_2016_ABR,0,76.8,0.262,0.138,0.184590383,21,15,96.6,2.2,16.8,12.50960386,10.2,22.2,14.8,5.6,10.48107052,74.29940792,40.07710172
1294,ABR,4,2016,Aizarnazabal,C0DD_Aizarnazabal_2016_ABR,C0DD,C0DD_Aizarnazabal_2016_ABR,0,77,1.048,0.604,0.21864917,20,15,81.4,3.8,18.3,12.51195383,11.7,22.6,16.7,7.1,10.73945966,74.23033459,40.10933644
1295,ABR,4,2016,Alegia,C0E9_Alegia_2016_ABR,C0E9,C0E9_Alegia_2016_ABR,0,79.5,1.207,0.61,0.201799181,20,17,104.4,3.7,15,12.51681292,12.1,24.3,18,7.2,10.89057098,74.54398312,40.13710668
1296,ABR,4,2016,Altzola,C078_Altzola_2016_ABR,C078,C078_Altzola_2016_ABR,0,74.6,1.268,0.694,0.217848014,20,14,102.4,4.4,22.3,12.49993904,11.4,21.7,16.2,7,10.48496923,74.07965672,40.08120156
1297,ABR,4,2016,Ameraun,C052_Ameraun_2016_ABR,C052,C052_Ameraun_2016_ABR,0,71.3,1.161,0.656,0.207895466,21,18,131.6,4,22.9,12.47340591,10.5,21.4,14.4,6.4,10.17267103,73.24546594,40.0633304
1298,ABR,4,2016,Amundarain,C0E1_Amundarain_2016_ABR,C0E1,C0E1_Amundarain_2016_ABR,0,74.9,0.666,0.352,0.227204464,19,15,105.7,6.1,15.6,12.51128573,11.3,22.5,16.1,6.3,10.46457786,73.99438842,40.10351275
1299,ABR,4,2016,Andoain,C077_Andoain_2016_ABR,C077,C077_Andoain_2016_ABR,0,73.4,0.72,0.486,0.222520315,20,13,89.1,3.2,14.3,12.49306992,12.4,23.3,17.1,8,10.45202035,73.94901198,40.08397784
1300,ABR,4,2016,Añarbe,C080_Añarbe_2016_ABR,C080,C080_Añarbe_2016_ABR,0,81.1,0.622,0.412,0.206909467,23,16,127.3,4.1,19.2,12.48971061,10.9,22.8,16.4,5.8,10.72407929,74.67357606,40.10667572
1301,ABR,4,2016,Araxes,C0E8_Araxes_2016_ABR,C0E8,C0E8_Araxes_2016_ABR,0,78.7,0.804,0.467,0.209496484,21,16,111.5,2.3,19.1,12.52118534,11.2,21.6,16.4,6.7,10.72516224,74.27175682,40.12584365
1304,ABR,4,2016,Belauntza,C0EA_Belauntza_2016_ABR,C0EA,C0EA_Belauntza_2016_ABR,0,74.8,0.492,0.317,0.211508292,21,14,118,3.4,22,12.49685028,11.9,21,16.7,7.6,10.56699032,74.09682661,40.0656228
1307,ABR,4,2016,Ereñozu,C0F0_Ereñozu_2016_ABR,C0F0,C0F0_Ereñozu_2016_ABR,0,84.7,1.054,0.633,0.206907665,20,15,91.4,2.7,14.9,12.51356678,12.1,23.6,17.1,7.7,11.3403336,75.2809595,40.13496879
1308,ABR,4,2016,Estanda,C0E7_Estanda_2016_ABR,C0E7,C0E7_Estanda_2016_ABR,0,73.4,0.609,0.261,0.192018804,21,14,108.5,5.3,17.3,12.48662443,11.7,24.5,17.1,7,10.44190629,73.80910097,40.05469445
1313,ABR,4,2016,Matxinbenta,C0DE_Matxinbenta_2016_ABR,C0DE,C0DE_Matxinbenta_2016_ABR,0,80.9,0.423,0.213,0.196922521,22,17,133.8,3.6,23.7,12.5179038,12.5,24.4,17.3,8.1,10.83241569,74.85493225,40.11725712
1315,ABR,4,2016,Oiartzun,C0F4_Oiartzun_2016_ABR,C0F4,C0F4_Oiartzun_2016_ABR,0,66.9,0.503,0.323,0.200099153,20,13,71.5,4.9,14.7,12.47063018,12.7,23.2,17,8.3,9.857621097,70.53037572,40.07494414
1316,ABR,4,2016,Oñati,C0D1_Oñati_2016_ABR,C0D1,C0D1_Oñati_2016_ABR,1,76.5,0.961,0.433,0.189662149,22,17,99.8,2.3,21.1,12.47438974,10.9,23,16.1,6,10.52206657,73.20998451,40.07812366
1320,ABR,4,2016,Urkulu,C0D0_Urkulu_2016_ABR,C0D0,C0D0_Urkulu_2016_ABR,0,73.9,0.394,0.156,0.181521946,22,19,98.7,1.6,13.5,12.47912629,10.3,22.2,15.2,5.8,10.34889146,73.84597967,40.02692652
1324,ABR,4,2017,Abetxuko,C076_Abetxuko_2017_ABR,C076,C076_Abetxuko_2017_ABR,5,74.9,0.086,0.059,0.165100171,8,5,20.8,1.2,7.3,12.54193763,10.5,27,18.8,2.7,10.35193843,76.14157159,40.08107268
1344,ABR,4,2017,Ozaeta,C055_Ozaeta_2017_ABR,C055,C055_Ozaeta_2017_ABR,3,74.1,0.63,0.365,0.202372162,8,5,32.7,1.5,8.7,12.61461919,11.4,27.7,19,4,10.38553821,75.37040964,40.13898227
1350,ABR,4,2017,Sarria,C0A0_Sarria_2017_ABR,C0A0,C0A0_Sarria_2017_ABR,4,79.4,0.419,0.193,0.194670728,9,8,48.4,3.8,15.8,12.59307179,10.7,26.9,18.7,3.7,10.51598625,75.99313328,40.0326512
1356,ABR,4,2017,Abusu (La Peña),C0B1_Abusu (La Peña)_2017_ABR,C0B1,C0B1_Abusu (La Peña)_2017_ABR,0,72.3,0.858,0.338,0.205805904,10,8,76.6,2.2,19.2,12.51228934,12.2,27.6,17.7,6.9,10.53743971,74.83427687,40.14483264
1357,ABR,4,2017,Amorebieta,C079_Amorebieta_2017_ABR,C079,C079_Amorebieta_2017_ABR,0,71.7,0.867,0.396,0.233913165,8,8,78.3,2.1,15.2,12.53482935,11.9,28.3,18.2,6,10.5718614,74.31770264,40.11217369
1358,ABR,4,2017,Aranguren,C0C1_Aranguren_2017_ABR,C0C1,C0C1_Aranguren_2017_ABR,0,74.4,0.892,0.555,0.228820492,8,7,48.6,1.2,14.7,12.55383099,13.3,30.3,20.5,6.8,10.73411017,74.53400331,40.08210941
1362,ABR,4,2017,Balmaseda,C0C2_Balmaseda_2017_ABR,C0C2,C0C2_Balmaseda_2017_ABR,6,75.2,0.362,0.292,0.203399962,9,8,60.1,1.8,16.1,12.49954355,9.9,27.5,17.4,2.3,10.29991758,76.63424367,40.08596223
1365,ABR,4,2017,Berriatua,C0BE_Berriatua_2017_ABR,C0BE,C0BE_Berriatua_2017_ABR,0,79,0.475,0.226,0.186740417,8,8,68.9,2,23.8,12.57142632,12.5,27.6,17.7,7.3,11.18467085,75.71596233,40.0946237
1370,ABR,4,2017,Elorrio,C074_Elorrio_2017_ABR,C074,C074_Elorrio_2017_ABR,0,74.7,0.411,0.164,0.162980244,8,8,72.5,2,13.9,12.54989153,12.7,29.9,19.8,6.2,10.81545255,74.78667624,40.08559682
