,merge_cod,code_merge,codigo, estacion,year,month,hum,hum_imputed_proba,freez,freez_imputed_proba,rain,rain_imputed_proba,lev_max,lev_max_imputed_proba,lev_mid,lev_mid_imputed_proba,lev_min,lev_min_imputed_proba,rain_1mm,rain_1mm_imputed_proba,rain_cum,rain_cum_imputed_proba,rain_max_10,rain_max_10_imputed_proba,rain_max_day,rain_max_day_imputed_proba,temp_avg,temp_avg_imputed_proba,temp_max_abs,temp_max_abs_imputed_proba,temp_max_avg,temp_max_avg_imputed_proba,temp_min_abs,temp_min_abs_imputed_proba,wind_avg,wind_avg_imputed_proba,wind_max,wind_max_imputed_proba,wind_max_avg,wind_max_avg_imputed_proba,sun,sun_imputed_proba
1968,C049_Subijana_2018_MAY,C049_Subijana_2018_MAY,C049,Subijana,2018,MAY,78.3,,2,,18,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.1191161721944809,14,,69.2,,2.7,,10.8,,12.0,,25.3,,17.8,,6.9,,5.5,0.03979415073990822,55.4,0.03140939027070999,42.9,0.23061594367027283,5.3,0.28101933002471924
1981,C0B6_Berna_2018_MAY,C0B6_Berna_2018_MAY,C0B6,Berna,2018,MAY,85.2,,0,,18,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.13187353312969208,13,,79.1,,4.7,,17.1,,13.8,,27.7,,20.0,,9.0,,4.8,0.03239983320236206,79.2,0.0233008973300457,35.8,0.08497275412082672,13.7,0.4350290596485138
2023,C084_Behobia_2018_MAY,C084_Behobia_2018_MAY,C084,Behobia,2018,MAY,81.2,,0,,17,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.10943426936864853,15,,119.7,,4,,21,,14.2,,25.1,,17.7,,11.2,,5.4,0.033877842128276825,61.9,0.042783696204423904,27.2,0.2064308077096939,19.4,0.5880672931671143
2028,C0F1_Eskas_2018_MAY,C0F1_Eskas_2018_MAY,C0F1,Eskas,2018,MAY,90.4,,0,,21,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.09388834238052368,18,,213.2,,3.5,,27.9,,11.3,,22.6,,15.4,,8.3,,6.0,0.03352689743041992,49.3,0.02892427146434784,29.6,0.20831209421157837,6.0,0.25080350041389465
2054,C044_Gorbea_2016_JUN,C044_Gorbea_2016_JUN,C044,Gorbea,2016,JUN,84.1,,0,,12,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.12491145730018616,8,,42.3,,4,,10,,15.0,,31.9,,20.6,,10.1,,4.5,0.030193418264389038,54.4,0.034900959581136703,29.2,0.6536657214164734,9.7,0.37375861406326294
2068,C049_Subijana_2016_JUN,C049_Subijana_2016_JUN,C049,Subijana,2016,JUN,71.7,,0,,8,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.10075284540653229,6,,41.7,,5.5,,17,,16.6,,33.6,,23.4,,10.2,,5.4,0.03634094074368477,61.2,0.05177299305796623,36.6,0.5624908804893494,10.8,0.21833832561969757
2070,C070_Zaldiaran_2016_JUN,C070_Zaldiaran_2016_JUN,C070,Zaldiaran,2016,JUN,87.8,,0,,13,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.123421311378479,7,,47.2,,3.5,,20.8,,13.6,,27.6,,18.9,,9.7,,5.5,0.041672199964523315,79.2,0.03443460538983345,32.8,0.2650891840457916,5.9,0.1244693249464035
2080,C0B6_Berna_2016_JUN,C0B6_Berna_2016_JUN,C0B6,Berna,2016,JUN,78.6,,0,,13,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.1663006842136383,7,,48.7,,2.4,,13.4,,17.4,,36.0,,24.0,,11.8,,6.0,0.03433374688029289,61.9,0.027309106662869453,31.4,0.16763746738433838,17.5,0.40256398916244507
2121,C084_Behobia_2016_JUN,C084_Behobia_2016_JUN,C084,Behobia,2016,JUN,78.8,,0,,11,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.13767433166503906,9,,57.8,,3.4,,14.8,,17.9,,34.6,,21.8,,14.2,,6.0,0.04041961953043938,61.9,0.031319037079811096,32.5,0.17317716777324677,17.7,0.5445635914802551
2154,C044_Gorbea_2019_JUN,C044_Gorbea_2019_JUN,C044,Gorbea,2019,JUN,78.7,,0,,10,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.11490630358457565,5,,19.3,,0.8,,6.9,,14.9,,35.6,,22.3,,9.0,,5.1,0.03396088629961014,61.9,0.03206901624798775,34.6,0.1553567498922348,10.0,0.29279810190200806
2169,C049_Subijana_2019_JUN,C049_Subijana_2019_JUN,C049,Subijana,2019,JUN,63.9,,0,,6,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.12082378566265106,4,,19.7,,0.8,,9.2,,17.1,,39.9,,26.0,,9.4,,6.0,0.038586635142564774,61.9,0.03306037187576294,33.3,0.3911205232143402,9.1,0.49559080600738525
2182,C0B6_Berna_2019_JUN,C0B6_Berna_2019_JUN,C0B6,Berna,2019,JUN,89.8,,0,,9,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.10625714808702469,6,,39.4,,1.5,,9.3,,17.6,,38.4,,25.9,,11.4,,14.7,0.043944746255874634,52.9,0.028728468343615532,35.0,0.732966423034668,20.5,0.17889536917209625
2224,C084_Behobia_2019_JUN,C084_Behobia_2019_JUN,C084,Behobia,2019,JUN,75.9,,0,,13,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.13575589656829834,9,,98.1,,3.5,,47.3,,17.8,,35.4,,22.7,,13.5,,6.0,0.03235895559191704,61.9,0.031028572469949722,33.3,0.17784467339515686,14.7,0.212020605802536
2229,C0F1_Eskas_2019_JUN,C0F1_Eskas_2019_JUN,C0F1,Eskas,2019,JUN,76.2,,0,,14,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.1257493793964386,11,,128.2,,3.3,,52.9,,15.9,,34.2,,21.8,,10.8,,5.7,0.03807787224650383,90.4,0.040679968893527985,33.5,0.2800278961658478,20.4,0.47464439272880554
2258,C044_Gorbea_2017_JUN,C044_Gorbea_2017_JUN,C044,Gorbea,2017,JUN,87.3,,0,,15,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.122809499502182,10,,73.4,,4.4,,15.9,,16.9,,33.6,,23.1,,12.5,,5.1,0.033737022429704666,66.6,0.034969232976436615,34.9,0.1266033798456192,15.5,0.1462249606847763
2273,C049_Subijana_2017_JUN,C049_Subijana_2017_JUN,C049,Subijana,2017,JUN,74.7,,0,,12,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.14373447000980377,10,,79.3,,6.6,,19.1,,18.2,,35.3,,25.6,,12.4,,5.5,0.043232206255197525,61.2,0.030342644080519676,34.4,0.5679669380187988,18.9,0.19543901085853577
2276,C070_Zaldiaran_2017_JUN,C070_Zaldiaran_2017_JUN,C070,Zaldiaran,2017,JUN,82.8,,0,,13,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.12097031623125076,10,,70,,4,,18.6,,15.6,,31.4,,21.4,,11.3,,5.7,0.05618895962834358,72.0,0.03276916220784187,41.3,0.3926253616809845,15.6,0.41430380940437317
2286,C0B6_Berna_2017_JUN,C0B6_Berna_2017_JUN,C0B6,Berna,2017,JUN,82.5,,0,,17,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.11340942978858948,12,,79,,3.3,,16.2,,18.8,,37.9,,25.4,,13.9,,5.1,0.0362054742872715,61.9,0.04146747291088104,31.9,0.19998565316200256,18.8,0.15906493365764618
2328,C084_Behobia_2017_JUN,C084_Behobia_2017_JUN,C084,Behobia,2017,JUN,76.7,,0,,17,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.11543493717908859,12,,105.1,,5.1,,29.8,,19.5,,37.5,,23.6,,16.0,,6.5,0.0304863303899765,52.9,0.03330092132091522,27.1,0.23933228850364685,15.5,0.30574896931648254
2362,C044_Gorbea_2018_JUN,C044_Gorbea_2018_JUN,C044,Gorbea,2018,JUN,88.2,,0,,17,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.09589286148548126,11,,42.6,,4.1,,9.8,,14.7,,28.9,,19.8,,10.4,,6.1,0.035485267639160156,61.2,0.037597812712192535,36.6,0.2706611156463623,14.7,0.5908457636833191
2377,C049_Subijana_2018_JUN,C049_Subijana_2018_JUN,C049,Subijana,2018,JUN,76.2,,0,,14,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.12223473191261292,9,,27.1,,1.1,,4.8,,16.7,,32.4,,22.8,,11.2,,5.1,0.04921417310833931,61.2,0.03146328404545784,36.6,0.31279751658439636,16.5,0.32238519191741943
2390,C0B6_Berna_2018_JUN,C0B6_Berna_2018_JUN,C0B6,Berna,2018,JUN,86.2,,0,,20,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.12312224507331848,13,,81.4,,5.6,,33,,17.8,,31.7,,24.0,,13.1,,5.7,0.03355373069643974,72.0,0.03547591343522072,38.0,0.3190169036388397,15.6,0.2717875838279724
2432,C084_Behobia_2018_JUN,C084_Behobia_2018_JUN,C084,Behobia,2018,JUN,84.2,,0,,17,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.10879448056221008,13,,170.8,,5.2,,67.4,,18.0,,30.7,,21.2,,14.7,,6.5,0.04799295589327812,51.8,0.03240971639752388,27.2,0.3227686583995819,18.7,0.18149062991142273
2437,C0F1_Eskas_2018_JUN,C0F1_Eskas_2018_JUN,C0F1,Eskas,2018,JUN,88.9,,0,,22,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.12485712766647339,19,,320.5,,7.7,,97.8,,15.7,,29.1,,20.1,,12.4,,4.2,0.025899190455675125,78.5,0.035616226494312286,42.8,0.39641478657722473,4.4,0.14225859940052032
2463,C044_Gorbea_2016_JUL,C044_Gorbea_2016_JUL,C044,Gorbea,2016,JUL,85.3,,0,,14,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.1387818306684494,8,,37.9,,6.9,,18.6,,17.1,,35.3,,22.1,,13.0,,4.8,0.031720712780952454,61.9,0.026107989251613617,41.5,0.24963794648647308,9.1,0.3251796364784241
2477,C049_Subijana_2016_JUL,C049_Subijana_2016_JUL,C049,Subijana,2016,JUL,69.3,,0,,8,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.1222105324268341,1,,7.3,,0.8,,4.2,,19.1,,37.9,,25.8,,13.5,,6.5,0.034712228924036026,52.9,0.03661099448800087,34.9,0.18479160964488983,16.5,0.19861780107021332
2479,C070_Zaldiaran_2016_JUL,C070_Zaldiaran_2016_JUL,C070,Zaldiaran,2016,JUL,85.3,,0,,8,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.13259191811084747,4,,13.9,,1.4,,6.2,,15.7,,32.5,,21.3,,12.0,,6.5,0.04307999089360237,66.6,0.02318069152534008,28.6,0.7012612223625183,5.3,0.2021430879831314
2489,C0B6_Berna_2016_JUL,C0B6_Berna_2016_JUL,C0B6,Berna,2016,JUL,79.6,,0,,14,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.14236000180244446,10,,47.1,,2.7,,8.5,,19.2,,38.3,,25.3,,14.1,,6.0,0.04807116836309433,61.9,0.03820100426673889,37.1,0.33079615235328674,20.6,0.18808087706565857
2530,C084_Behobia_2016_JUL,C084_Behobia_2016_JUL,C084,Behobia,2016,JUL,76.7,,0,,14,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.10435759276151657,8,,23.6,,1.6,,5.4,,20.2,,39.3,,23.8,,16.6,,5.1,0.04094401001930237,61.9,0.03249027207493782,29.4,0.2858973443508148,17.7,0.22944915294647217
2563,C044_Gorbea_2019_JUL,C044_Gorbea_2019_JUL,C044,Gorbea,2019,JUL,83.9,,0,,12,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.13878348469734192,9,,48.3,,4.9,,8.9,,17.1,,34.8,,23.1,,12.1,,4.0,0.030446160584688187,61.2,0.03168190270662308,32.3,0.2887316346168518,9.1,0.6332273483276367
2571,C055_Ozaeta_2019_JUL,C055_Ozaeta_2019_JUL,C055,Ozaeta,2019,JUL,72.2,,0,,6,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.11301563680171967,5,,23,,2,,10.1,,19.3,,36.9,,26.7,,12.8,,6.6,0.03481253981590271,52.9,0.03492847457528114,29.6,0.17459002137184143,15.3,0.16052153706550598
2578,C049_Subijana_2019_JUL,C049_Subijana_2019_JUL,C049,Subijana,2019,JUL,67.5,,0,,14,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.1139351949095726,10,,36.4,,6.8,,10.1,,19.5,,37.7,,27.1,,13.0,,4.4,0.03921917825937271,61.9,0.026430265977978706,41.5,0.1960321068763733,15.8,0.10539204627275467
2591,C0B6_Berna_2019_JUL,C0B6_Berna_2019_JUL,C0B6,Berna,2019,JUL,84.8,,0,,13,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.107269786298275,8,,77.6,,5.3,,21.8,,20.2,,39.6,,27.2,,14.9,,14.5,0.04794255644083023,61.9,0.027296947315335274,31.4,0.48162776231765747,18.0,0.40081143379211426
2633,C084_Behobia_2019_JUL,C084_Behobia_2019_JUL,C084,Behobia,2019,JUL,79.9,,0,,12,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.13089723885059357,8,,113.4,,6.2,,49.4,,20.6,,39.3,,24.2,,17.2,,4.9,0.029100820422172546,61.9,0.05037996172904968,32.3,0.8173113465309143,19.2,0.49576279520988464
2638,C0F1_Eskas_2019_JUL,C0F1_Eskas_2019_JUL,C0F1,Eskas,2019,JUL,83.1,,0,,17,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.11001616716384888,13,,161.3,,4.8,,49.2,,18.2,,34.7,,22.8,,14.4,,6.0,0.05052834004163742,58.3,0.031247220933437347,27.2,0.15913668274879456,14.7,0.23601488769054413
2667,C044_Gorbea_2017_JUL,C044_Gorbea_2017_JUL,C044,Gorbea,2017,JUL,85.6,,0,,5,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.135997474193573,4,,22.1,,7.4,,11.4,,16.4,,32.7,,21.8,,12.1,,7.6,0.03330279141664505,61.9,0.06114909425377846,29.4,0.3096907436847687,5.4,0.2606394290924072
2682,C049_Subijana_2017_JUL,C049_Subijana_2017_JUL,C049,Subijana,2017,JUL,68.7,,0,,5,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.10922510921955109,2,,5.2,,1.3,,3,,19.2,,35.3,,26.3,,13.2,,4.4,0.03096121922135353,61.9,0.020881004631519318,31.8,0.1447719782590866,19.2,0.20103394985198975
2685,C070_Zaldiaran_2017_JUL,C070_Zaldiaran_2017_JUL,C070,Zaldiaran,2017,JUL,79.8,,0,,9,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.1281585842370987,4,,12.1,,3.4,,4.4,,16.0,,30.0,,21.4,,12.0,,5.2,0.03126149997115135,83.9,0.02947070077061653,34.9,0.1847238838672638,16.5,0.2735617756843567
2695,C0B6_Berna_2017_JUL,C0B6_Berna_2017_JUL,C0B6,Berna,2017,JUL,81.4,,0,,15,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.11045804619789124,7,,55.3,,3.5,,18.4,,19.4,,36.6,,26.0,,14.2,,6.1,0.0368296355009079,61.9,0.031682759523391724,33.3,0.28741055727005005,15.5,0.19431667029857635
2737,C084_Behobia_2017_JUL,C084_Behobia_2017_JUL,C084,Behobia,2017,JUL,81.3,,0,,10,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.11686531454324722,7,,52.2,,2.3,,19.3,,20.9,,35.2,,24.5,,17.9,,5.6,0.04009018465876579,61.9,0.03578587993979454,33.6,0.15829376876354218,16.3,0.14132949709892273
2771,C044_Gorbea_2018_JUL,C044_Gorbea_2018_JUL,C044,Gorbea,2018,JUL,89.3,,0,,12,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.1314077526330948,7,,47.7,,7.8,,16.9,,17.6,,27.1,,22.5,,13.4,,4.9,0.03266313672065735,61.2,0.03574681654572487,35.0,0.2263304889202118,5.0,0.24982860684394836
2786,C049_Subijana_2018_JUL,C049_Subijana_2018_JUL,C049,Subijana,2018,JUL,74.4,,0,,10,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.12889841198921204,9,,65.3,,6.9,,24.6,,19.8,,33.0,,26.3,,14.6,,6.1,0.05238313227891922,52.9,0.02167937532067299,37.7,0.2622138559818268,19.0,0.38851198554039
2799,C0B6_Berna_2018_JUL,C0B6_Berna_2018_JUL,C0B6,Berna,2018,JUL,86.1,,0,,16,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.10658828169107437,12,,100.6,,11.9,,51.8,,20.8,,31.5,,26.8,,16.2,,5.2,0.03785179927945137,52.9,0.025207344442605972,31.4,0.42377498745918274,16.9,0.25280869007110596
2841,C084_Behobia_2018_JUL,C084_Behobia_2018_JUL,C084,Behobia,2018,JUL,82.4,,0,,18,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.09570330381393433,14,,162.9,,6.2,,38.8,,21.1,,29.8,,24.4,,18.0,,5.5,0.039924509823322296,58.3,0.03451532870531082,31.8,0.3697320222854614,18.4,0.19166427850723267
2846,C0F1_Eskas_2018_JUL,C0F1_Eskas_2018_JUL,C0F1,Eskas,2018,JUL,90.9,,0,,20,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.15161308646202087,14,,153.1,,3.1,,32.2,,18.3,,27.8,,23.3,,15.1,,5.7,0.034729816019535065,58.3,0.02601434662938118,35.9,0.2588333785533905,5.1,0.2716592848300934
2872,C044_Gorbea_2016_AGO,C044_Gorbea_2016_AGO,C044,Gorbea,2016,AGO,80.1,,0,,9,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.12042495608329773,3,,11.2,,2,,5.6,,18.0,,33.9,,24.8,,12.7,,5.5,0.05552444979548454,52.9,0.030273137614130974,27.9,0.34121882915496826,18.7,0.34589633345603943
2888,C070_Zaldiaran_2016_AGO,C070_Zaldiaran_2016_AGO,C070,Zaldiaran,2016,AGO,72.9,,0,,9,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.11302398890256882,2,,6.6,,1.4,,3.7,,17.6,,33.8,,24.6,,12.8,,5.5,0.03957987576723099,52.9,0.03485768660902977,35.0,0.3407340943813324,20.5,0.19112518429756165
2898,C0B6_Berna_2016_AGO,C0B6_Berna_2016_AGO,C0B6,Berna,2016,AGO,76.1,,0,,9,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.11128976941108704,6,,16.3,,1.9,,5.4,,20.1,,38.1,,28.8,,13.7,,4.5,0.05135368928313255,52.9,0.03012850508093834,28.6,0.16717234253883362,19.4,0.3889065682888031
2939,C084_Behobia_2016_AGO,C084_Behobia_2016_AGO,C084,Behobia,2016,AGO,75.6,,0,,9,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.11153487116098404,8,,38.5,,2.3,,9.2,,20.9,,35.7,,26.0,,16.3,,4.8,0.03798287361860275,52.9,0.025077542290091515,29.6,0.5044048428535461,6.4,0.21843291819095612
2972,C044_Gorbea_2019_AGO,C044_Gorbea_2019_AGO,C044,Gorbea,2019,AGO,86.1,,0,,10,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.10741999745368958,6,,56.7,,11,,20.1,,16.7,,30.6,,23.1,,11.9,,7.6,0.03370792046189308,61.9,0.04475349560379982,34.6,0.22886215150356293,10.0,0.10887021571397781
2980,C055_Ozaeta_2019_AGO,C055_Ozaeta_2019_AGO,C055,Ozaeta,2019,AGO,75.7,,0,,10,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.10969333350658417,4,,60.9,,13.9,,40.8,,18.7,,33.4,,26.7,,12.2,,6.1,0.034136101603507996,61.9,0.025804312899708748,32.7,0.15322084724903107,14.7,0.14224503934383392
2987,C049_Subijana_2019_AGO,C049_Subijana_2019_AGO,C049,Subijana,2019,AGO,68.3,,0,,8,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.12089803814888,4,,44,,9.9,,31.9,,19.3,,35.1,,27.6,,12.7,,6.6,0.03928804770112038,52.9,0.03867282718420029,34.9,0.1933029592037201,21.1,0.20125752687454224
3000,C0B6_Berna_2019_AGO,C0B6_Berna_2019_AGO,C0B6,Berna,2019,AGO,81.6,,0,,14,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.15840953588485718,8,,42.9,,3.5,,12.8,,19.8,,34.4,,27.3,,14.8,,6.0,0.04811926558613777,52.9,0.037498749792575836,31.6,0.2802653908729553,18.0,0.4655216634273529
3042,C084_Behobia_2019_AGO,C084_Behobia_2019_AGO,C084,Behobia,2019,AGO,79.3,,0,,15,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.1093011200428009,11,,90.9,,5.3,,21.1,,20.4,,31.9,,24.4,,16.7,,4.5,0.04464367777109146,61.9,0.03985486924648285,32.7,0.12831330299377441,16.8,0.3057245910167694
3047,C0F1_Eskas_2019_AGO,C0F1_Eskas_2019_AGO,C0F1,Eskas,2019,AGO,82.9,,0,,22,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.11616460978984833,16,,138.9,,12.6,,30.8,,17.9,,29.7,,23.0,,14.0,,5.0,0.032905858010053635,61.9,0.04162531718611717,32.3,0.7796360850334167,15.0,0.15016259253025055
3076,C044_Gorbea_2017_AGO,C044_Gorbea_2017_AGO,C044,Gorbea,2017,AGO,84.0,,0,,11,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.13748352229595184,5,,25.5,,1.4,,10,,16.6,,33.1,,22.7,,11.7,,5.4,0.03359339013695717,61.9,0.030764006078243256,32.3,0.44190847873687744,9.8,0.20866988599300385
3091,C049_Subijana_2017_AGO,C049_Subijana_2017_AGO,C049,Subijana,2017,AGO,67.4,,0,,6,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.1140110045671463,3,,19.6,,1.3,,10.4,,19.1,,35.6,,26.9,,12.7,,14.5,0.036400869488716125,67.0,0.025267770513892174,38.0,0.24604745209217072,20.8,0.14689861238002777
3094,C070_Zaldiaran_2017_AGO,C070_Zaldiaran_2017_AGO,C070,Zaldiaran,2017,AGO,78.2,,0,,10,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.12674739956855774,4,,21.4,,1.3,,6.6,,16.2,,31.0,,22.3,,11.8,,5.1,0.04202815890312195,61.9,0.0296773761510849,27.1,0.3204382061958313,20.6,0.18222194910049438
3104,C0B6_Berna_2017_AGO,C0B6_Berna_2017_AGO,C0B6,Berna,2017,AGO,81.7,,0,,13,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.14251844584941864,8,,46,,3.8,,14.4,,19.3,,36.5,,26.8,,14.1,,4.9,0.048726536333560944,54.4,0.025112390518188477,27.9,0.24837325513362885,4.2,0.30441656708717346
3111,C009_Galdakao_2017_AGO,C009_Galdakao_2017_AGO,C009,Galdakao,2017,AGO,76.7,,0,,13,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.11647184938192368,11,,61.7,,3.4,,11.5,,20.7,,37.9,,26.4,,16.4,,5.4,0.035128816962242126,61.9,0.03404181823134422,30.6,0.1353081911802292,17.7,0.2554720342159271
3146,C084_Behobia_2017_AGO,C084_Behobia_2017_AGO,C084,Behobia,2017,AGO,77.3,,0,,11,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.1342696100473404,8,,115.5,,12.8,,63.5,,20.6,,37.0,,24.8,,16.9,,5.4,0.03803899884223938,62.6,0.03269127756357193,30.1,0.3347640633583069,18.4,0.14740397036075592
3180,C044_Gorbea_2018_AGO,C044_Gorbea_2018_AGO,C044,Gorbea,2018,AGO,86.9,,0,,7,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.1222839280962944,1,,4.1,,0.3,,2.2,,17.2,,32.0,,22.9,,12.7,,15.5,0.04255124554038048,97.9,0.03636396303772926,37.3,0.3865269422531128,5.1,0.189076766371727
3195,C049_Subijana_2018_AGO,C049_Subijana_2018_AGO,C049,Subijana,2018,AGO,70.4,,0,,5,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.09792209416627884,1,,2.9,,0.4,,1.3,,19.5,,36.5,,27.4,,13.0,,4.4,0.04507468268275261,61.9,0.025605417788028717,27.1,0.1768401712179184,18.9,0.10776759684085846
3208,C0B6_Berna_2018_AGO,C0B6_Berna_2018_AGO,C0B6,Berna,2018,AGO,86.3,,0,,12,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.13934026658535004,8,,32.2,,2.2,,7.3,,19.9,,35.9,,27.1,,14.8,,5.4,0.04139900580048561,45.7,0.027529891580343246,27.7,0.11836724728345871,15.4,0.32017049193382263
3250,C084_Behobia_2018_AGO,C084_Behobia_2018_AGO,C084,Behobia,2018,AGO,80.5,,0,,12,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.12357845157384872,10,,44.9,,3.8,,9.9,,20.7,,34.8,,24.4,,17.1,,5.1,0.04189719632267952,61.9,0.05382110923528671,38.4,0.4227468967437744,20.5,0.32249724864959717
3255,C0F1_Eskas_2018_AGO,C0F1_Eskas_2018_AGO,C0F1,Eskas,2018,AGO,88.6,,0,,14,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.12305096536874771,10,,101.4,,3.1,,20.3,,18.1,,33.4,,23.1,,14.5,,6.1,0.042309701442718506,54.4,0.03127297759056091,30.0,0.6376733183860779,11.1,0.16259808838367462
3281,C044_Gorbea_2016_SET,C044_Gorbea_2016_SET,C044,Gorbea,2016,SET,83.8,,0,,12,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.1272289901971817,8,,82.4,,3,,35.8,,16.2,,35.5,,23.0,,10.9,,5.1,0.04847703501582146,61.2,0.03786684572696686,30.0,0.14230085909366608,5.4,0.23263660073280334
3295,C049_Subijana_2016_SET,C049_Subijana_2016_SET,C049,Subijana,2016,SET,71.2,,0,,8,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.09192105382680893,6,,47.4,,3.2,,22.5,,17.5,,36.4,,25.6,,10.6,,6.0,0.036443423479795456,61.2,0.02941533923149109,36.6,0.2321806252002716,17.5,0.6220565438270569
3297,C070_Zaldiaran_2016_SET,C070_Zaldiaran_2016_SET,C070,Zaldiaran,2016,SET,78.3,,0,,13,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.16064344346523285,10,,56.5,,2.9,,15,,15.9,,34.3,,22.0,,11.8,,5.7,0.028378430753946304,77.0,0.03176043927669525,43.2,0.5319531559944153,10.8,0.22137978672981262
3307,C0B6_Berna_2016_SET,C0B6_Berna_2016_SET,C0B6,Berna,2016,SET,80.1,,0,,11,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.13652317225933075,9,,88.5,,8.6,,31.1,,18.4,,37.7,,26.1,,12.8,,6.0,0.03307512030005455,61.9,0.034673579037189484,37.1,0.333455890417099,19.1,0.14698337018489838
3348,C084_Behobia_2016_SET,C084_Behobia_2016_SET,C084,Behobia,2016,SET,76.9,,0,,14,,0.311,0.009900989942252636,0.090,0.009900989942252636,0.000,0.14147599041461945,12,,159.9,,4.9,,30.6,,19.4,,37.4,,24.7,,15.3,,5.1,0.03625378757715225,61.9,0.03903616964817047,29.4,0.1328289806842804,16.7,0.23747925460338593
