year_x,municip_name,species,municip_code,month,year_offset,waspbust_id,colonies_amount,food_fruit,food_apple,food_txakoli,food_kiwi,food_pear,food_blueberry,food_raspberry,station_code,index,MMM,year_y,station_name,code_merge,merge_cod,weath_days_frost,weath_humidity,weath_maxLevel,weath_midLevel,weath_minLevel,weath_days_rain,weath_days_rain1mm,weath_accuRainfall,weath_10minRainfall,weath_1dayRainfall,weath_solar,weath_meanTemp,weath_maxTemp,weath_maxMeanTemp,weath_minTemp,weath_meanWindM,weath_maxWindM,weath_meanDayMaxWind
2018,Gatika,Vespa Velutina,48040.0,11,2017,7,0.0,41.0,14.0,17.0,7.0,0.0,2.0,0.0,C042,4250.0,NOV,2017.0,Punta Galea,C042_Punta Galea_2017_NOV,C042_Punta Galea_2017_NOV,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0
2018,Gatika,Vespa Velutina,48040.0,12,2017,5,0.0,41.0,14.0,17.0,7.0,0.0,2.0,0.0,C042,4659.0,DIC,2017.0,Punta Galea,C042_Punta Galea_2017_DIC,C042_Punta Galea_2017_DIC,0.0,75.4,1.056239135,0.261852191,0.17964251899999997,23.0,21.0,220.9,3.0,33.4,3.6,10.2,19.9,13.3,7.3,23.4,145.1,66.8
2018,Gautegiz Arteaga,Vespa Velutina,48041.0,2,2017,5,0.0,28.0,3.0,9.0,5.0,1.0,0.0,0.0,C002,543.0,FEB,2017.0,Arteaga,C002_Arteaga_2017_FEB,C002_Arteaga_2017_FEB,0.0,73.0,1.1180344309999999,0.35778656,0.20306198399999997,14.0,10.0,91.5,2.6,24.9,7.7,11.2,21.5,17.1,6.1,6.0,90.4,39.7
2018,Gautegiz Arteaga,Vespa Velutina,48041.0,5,2017,3,0.0,28.0,3.0,9.0,5.0,1.0,0.0,0.0,C002,1770.0,MAY,2017.0,Arteaga,C002_Arteaga_2017_MAY,C002_Arteaga_2017_MAY,0.0,73.0,0.865618167,0.352781271,0.206964464,14.0,6.0,49.5,2.8,21.2,20.5,17.0,33.5,22.7,11.9,5.2,50.8,31.5
2018,Gautegiz Arteaga,Vespa Velutina,48041.0,6,2017,4,0.0,28.0,3.0,9.0,5.0,1.0,0.0,0.0,C002,2179.0,JUN,2017.0,Arteaga,C002_Arteaga_2017_JUN,C002_Arteaga_2017_JUN,0.0,77.2,0.8918152859999999,0.381525092,0.186847625,17.0,9.0,57.1,4.0,22.4,16.8,19.9,37.2,24.6,15.8,5.1,78.5,32.2
2018,Gautegiz Arteaga,Vespa Velutina,48041.0,7,2017,9,0.0,28.0,3.0,9.0,5.0,1.0,0.0,0.0,C002,2588.0,JUL,2017.0,Arteaga,C002_Arteaga_2017_JUL,C002_Arteaga_2017_JUL,0.0,78.1,0.8934641040000001,0.384062274,0.184736531,15.0,7.0,44.9,3.0,19.5,18.2,20.4,35.4,25.3,16.3,4.5,41.4,27.7
2018,Gautegiz Arteaga,Vespa Velutina,48041.0,8,2017,4,0.0,28.0,3.0,9.0,5.0,1.0,0.0,0.0,C002,2997.0,AGO,2017.0,Arteaga,C002_Arteaga_2017_AGO,C002_Arteaga_2017_AGO,0.0,78.1,0.8437075470000001,0.36815036700000003,0.188490894,13.0,9.0,101.2,9.8,26.5,17.0,20.5,37.2,25.8,16.0,4.2,42.8,27.8
2018,Gautegiz Arteaga,Vespa Velutina,48041.0,9,2017,2,0.0,28.0,3.0,9.0,5.0,1.0,0.0,0.0,C002,3406.0,SET,2017.0,Arteaga,C002_Arteaga_2017_SET,C002_Arteaga_2017_SET,0.0,79.3,0.926333057,0.31106676699999997,0.188911031,18.0,15.0,125.0,4.1,29.5,12.3,17.1,30.1,22.3,12.6,4.0,45.7,27.7
2018,Gautegiz Arteaga,Vespa Velutina,48041.0,10,2017,2,0.0,28.0,3.0,9.0,5.0,1.0,0.0,0.0,C002,3815.0,OCT,2017.0,Arteaga,C002_Arteaga_2017_OCT,C002_Arteaga_2017_OCT,0.0,84.5,0.851222895,0.333874485,0.18818937,10.0,5.0,32.1,1.4,11.3,9.1,15.8,30.8,21.6,11.1,3.5,44.6,23.5
2018,Gautegiz Arteaga,Vespa Velutina,48041.0,11,2017,4,0.0,28.0,3.0,9.0,5.0,1.0,0.0,0.0,C002,4224.0,NOV,2017.0,Arteaga,C002_Arteaga_2017_NOV,C002_Arteaga_2017_NOV,0.0,82.5,1.165688211,0.339094395,0.188433336,17.0,15.0,158.5,2.7,35.3,5.6,10.6,24.3,16.2,6.1,4.0,38.2,25.6
2018,Gernika-Lumo,Vespa Velutina,48046.0,2,2017,1,0.0,11.0,11.0,31.0,8.0,0.0,0.0,0.0,C079,539.0,FEB,2017.0,Amorebieta,C079_Amorebieta_2017_FEB,C079_Amorebieta_2017_FEB,0.0,74.1,1.275,0.496,0.25627659,12.0,10.0,112.0,2.9,28.6,12.53888016,10.0,20.2,15.6,5.1,10.29142197,75.58447085,40.11541931
2018,Gernika-Lumo,Vespa Velutina,48046.0,4,2017,1,0.0,11.0,11.0,31.0,8.0,0.0,0.0,0.0,C079,1357.0,ABR,2017.0,Amorebieta,C079_Amorebieta_2017_ABR,C079_Amorebieta_2017_ABR,0.0,71.7,0.867,0.396,0.233913165,8.0,8.0,78.3,2.1,15.2,12.53482935,11.9,28.3,18.2,6.0,10.5718614,74.31770264,40.11217369
2018,Gernika-Lumo,Vespa Velutina,48046.0,6,2017,1,0.0,11.0,11.0,31.0,8.0,0.0,0.0,0.0,C079,2175.0,JUN,2017.0,Amorebieta,C079_Amorebieta_2017_JUN,C079_Amorebieta_2017_JUN,0.0,79.4,0.467,0.298,0.20503706100000002,16.0,9.0,73.9,5.5,18.6,12.52481759,19.2,38.4,24.6,14.9,11.415680900000002,74.42665041,40.20359792
2018,Gernika-Lumo,Vespa Velutina,48046.0,7,2017,6,0.0,11.0,11.0,31.0,8.0,0.0,0.0,0.0,C079,2584.0,JUL,2017.0,Amorebieta,C079_Amorebieta_2017_JUL,C079_Amorebieta_2017_JUL,0.0,80.0,0.6629999999999999,0.299,0.199060387,14.0,7.0,70.4,3.1,26.8,12.55381054,19.7,37.3,25.0,15.3,11.39887132,75.07508418,40.26126376
2018,Gernika-Lumo,Vespa Velutina,48046.0,8,2017,2,0.0,11.0,11.0,31.0,8.0,0.0,0.0,0.0,C079,2993.0,AGO,2017.0,Amorebieta,C079_Amorebieta_2017_AGO,C079_Amorebieta_2017_AGO,0.0,81.1,0.44,0.265,0.19991013100000002,13.0,10.0,55.2,3.9,13.4,12.527689,19.7,36.8,25.4,15.2,11.442227599999999,75.04279021,40.27864096
2018,Gernika-Lumo,Vespa Velutina,48046.0,9,2017,4,0.0,11.0,11.0,31.0,8.0,0.0,0.0,0.0,C079,3402.0,SET,2017.0,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0.0,85.3,0.7240000000000001,0.33399999999999996,0.19699072399999998,19.0,13.0,115.1,3.3,29.4,12.55258898,16.6,32.3,22.0,12.1,11.65164552,76.22531558,40.21253525
2018,Gernika-Lumo,Vespa Velutina,48046.0,10,2017,5,0.0,11.0,11.0,31.0,8.0,0.0,0.0,0.0,C079,3811.0,OCT,2017.0,Amorebieta,C079_Amorebieta_2017_OCT,C079_Amorebieta_2017_OCT,0.0,85.9,0.34700000000000003,0.251,0.193992935,11.0,7.0,18.0,0.9,4.6,12.57006268,15.6,30.0,22.3,10.8,11.85887653,74.91604298,40.21777984
2018,Gernika-Lumo,Vespa Velutina,48046.0,11,2017,5,0.0,11.0,11.0,31.0,8.0,0.0,0.0,0.0,C079,4220.0,NOV,2017.0,Amorebieta,C079_Amorebieta_2017_NOV,C079_Amorebieta_2017_NOV,0.0,87.0,1.228,0.465,0.20235387600000002,16.0,16.0,193.4,1.9,38.7,12.53616383,9.6,23.0,15.2,5.5,11.57605719,74.87101154,40.16235965
2018,Gernika-Lumo,Vespa Velutina,48046.0,12,2017,1,0.0,11.0,11.0,31.0,8.0,0.0,0.0,0.0,C079,4629.0,DIC,2017.0,Amorebieta,C079_Amorebieta_2017_DIC,C079_Amorebieta_2017_DIC,2.0,91.6,1.9909999999999999,0.812,0.21728349800000002,23.0,22.0,327.2,3.2,47.1,12.53649097,7.5,19.6,12.0,4.2,11.01167656,75.79830384,40.16344470000001
2018,Getxo,Vespa Velutina,48044.0,1,2017,3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C042,160.0,ENE,2017.0,Punta Galea,C042_Punta Galea_2017_ENE,C042_Punta Galea_2017_ENE,2.0,71.3,1.0870032090000001,0.338207926,0.182314765,9.0,8.0,94.4,1.9,34.0,5.3,8.5,19.4,11.6,5.4,24.1,105.8,55.3
2018,Getxo,Vespa Velutina,48044.0,2,2017,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C042,569.0,FEB,2017.0,Punta Galea,C042_Punta Galea_2017_FEB,C042_Punta Galea_2017_FEB,0.0,70.9,0.9796176109999999,0.320442908,0.18227514,14.0,9.0,69.5,2.5,17.1,8.4,12.4,20.1,15.8,9.2,21.1,131.0,63.8
2018,Getxo,Vespa Velutina,48044.0,3,2017,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C042,978.0,MAR,2017.0,Punta Galea,C042_Punta Galea_2017_MAR,C042_Punta Galea_2017_MAR,0.0,73.5,0.8881142540000001,0.323510017,0.189161164,10.0,9.0,62.0,1.4,30.6,11.4,13.5,26.0,16.8,10.3,18.2,98.6,52.2
2018,Getxo,Vespa Velutina,48044.0,4,2017,8,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C042,1387.0,ABR,2017.0,Punta Galea,C042_Punta Galea_2017_ABR,C042_Punta Galea_2017_ABR,0.0,77.2,0.870697807,0.305709693,0.182315703,7.0,7.0,41.7,1.7,13.4,18.4,13.5,24.9,16.5,10.0,16.3,95.8,44.3
2018,Getxo,Vespa Velutina,48044.0,5,2017,16,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C042,1796.0,MAY,2017.0,Punta Galea,C042_Punta Galea_2017_MAY,C042_Punta Galea_2017_MAY,0.0,80.6,0.87741511,0.35806789200000005,0.168136134,17.0,8.0,71.4,4.5,31.6,20.8,17.4,32.0,21.3,14.4,15.2,102.2,46.1
2018,Getxo,Vespa Velutina,48044.0,6,2017,9,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C042,2205.0,JUN,2017.0,Punta Galea,C042_Punta Galea_2017_JUN,C042_Punta Galea_2017_JUN,0.0,86.4,0.859047445,0.34328050200000004,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3
2018,Getxo,Vespa Velutina,48044.0,7,2017,30,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C042,2614.0,JUL,2017.0,Punta Galea,C042_Punta Galea_2017_JUL,C042_Punta Galea_2017_JUL,0.0,82.2,0.850598517,0.34474932799999997,0.17243911399999998,12.0,7.0,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6
2018,Getxo,Vespa Velutina,48044.0,8,2017,13,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C042,3023.0,AGO,2017.0,Punta Galea,C042_Punta Galea_2017_AGO,C042_Punta Galea_2017_AGO,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8
2018,Getxo,Vespa Velutina,48044.0,9,2017,16,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C042,3432.0,SET,2017.0,Punta Galea,C042_Punta Galea_2017_SET,C042_Punta Galea_2017_SET,0.0,79.4,0.8760076459999999,0.371895746,0.198964931,19.0,14.0,115.6,3.6,24.0,14.0,17.9,29.8,21.1,14.9,15.4,84.2,43.4
2018,Getxo,Vespa Velutina,48044.0,10,2017,14,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C042,3841.0,OCT,2017.0,Punta Galea,C042_Punta Galea_2017_OCT,C042_Punta Galea_2017_OCT,0.0,78.3,0.813775045,0.306401953,0.18714206600000002,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9
2018,Getxo,Vespa Velutina,48044.0,11,2017,10,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C042,4250.0,NOV,2017.0,Punta Galea,C042_Punta Galea_2017_NOV,C042_Punta Galea_2017_NOV,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0
2018,Getxo,Vespa Velutina,48044.0,12,2017,2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C042,4659.0,DIC,2017.0,Punta Galea,C042_Punta Galea_2017_DIC,C042_Punta Galea_2017_DIC,0.0,75.4,1.056239135,0.261852191,0.17964251899999997,23.0,21.0,220.9,3.0,33.4,3.6,10.2,19.9,13.3,7.3,23.4,145.1,66.8
2018,Gizaburuaga,Vespa Velutina,48047.0,1,2017,2,0.0,18.0,6.0,0.0,0.0,1.0,0.0,0.0,C079,130.0,ENE,2017.0,Amorebieta,C079_Amorebieta_2017_ENE,C079_Amorebieta_2017_ENE,16.0,88.5,2.734,0.617,0.186771973,10.0,8.0,188.2,2.1,54.2,12.51424244,4.8,19.4,10.5,0.6,10.82732627,80.84788956,40.03274306
2018,Gizaburuaga,Vespa Velutina,48047.0,6,2017,1,0.0,18.0,6.0,0.0,0.0,1.0,0.0,0.0,C079,2175.0,JUN,2017.0,Amorebieta,C079_Amorebieta_2017_JUN,C079_Amorebieta_2017_JUN,0.0,79.4,0.467,0.298,0.20503706100000002,16.0,9.0,73.9,5.5,18.6,12.52481759,19.2,38.4,24.6,14.9,11.415680900000002,74.42665041,40.20359792
2018,Gizaburuaga,Vespa Velutina,48047.0,8,2017,1,0.0,18.0,6.0,0.0,0.0,1.0,0.0,0.0,C079,2993.0,AGO,2017.0,Amorebieta,C079_Amorebieta_2017_AGO,C079_Amorebieta_2017_AGO,0.0,81.1,0.44,0.265,0.19991013100000002,13.0,10.0,55.2,3.9,13.4,12.527689,19.7,36.8,25.4,15.2,11.442227599999999,75.04279021,40.27864096
2018,Gizaburuaga,Vespa Velutina,48047.0,10,2017,3,0.0,18.0,6.0,0.0,0.0,1.0,0.0,0.0,C079,3811.0,OCT,2017.0,Amorebieta,C079_Amorebieta_2017_OCT,C079_Amorebieta_2017_OCT,0.0,85.9,0.34700000000000003,0.251,0.193992935,11.0,7.0,18.0,0.9,4.6,12.57006268,15.6,30.0,22.3,10.8,11.85887653,74.91604298,40.21777984
2018,Gizaburuaga,Vespa Velutina,48047.0,12,2017,1,0.0,18.0,6.0,0.0,0.0,1.0,0.0,0.0,C079,4629.0,DIC,2017.0,Amorebieta,C079_Amorebieta_2017_DIC,C079_Amorebieta_2017_DIC,2.0,91.6,1.9909999999999999,0.812,0.21728349800000002,23.0,22.0,327.2,3.2,47.1,12.53649097,7.5,19.6,12.0,4.2,11.01167656,75.79830384,40.16344470000001
2018,Gordexola,Vespa Velutina,48042.0,2,2017,6,0.0,14.0,0.0,39.0,0.0,0.0,0.0,0.0,C0C2,544.0,FEB,2017.0,Balmaseda,C0C2_Balmaseda_2017_FEB,C0C2_Balmaseda_2017_FEB,6.0,78.7,0.591,0.32799999999999996,0.203310087,11.0,9.0,88.4,2.5,22.8,12.54438838,7.9,18.6,14.1,2.4,10.68365626,77.20227502,40.1542965
2018,Gordexola,Vespa Velutina,48042.0,5,2017,2,0.0,14.0,0.0,39.0,0.0,0.0,0.0,0.0,C0C2,1771.0,MAY,2017.0,Balmaseda,C0C2_Balmaseda_2017_MAY,C0C2_Balmaseda_2017_MAY,1.0,74.0,0.312,0.273,0.19333276100000002,13.0,7.0,71.7,6.1,23.6,12.51345791,15.2,36.0,22.8,8.3,10.61974971,75.4875797,40.09230382
2018,Gordexola,Vespa Velutina,48042.0,7,2017,1,0.0,14.0,0.0,39.0,0.0,0.0,0.0,0.0,C0C2,2589.0,JUL,2017.0,Balmaseda,C0C2_Balmaseda_2017_JUL,C0C2_Balmaseda_2017_JUL,0.0,79.1,0.298,0.262,0.20971700399999998,8.0,4.0,37.0,6.0,16.6,12.54055915,19.1,38.6,25.4,13.9,11.24806409,72.69596625,40.19049022
2018,Gordexola,Vespa Velutina,48042.0,8,2017,4,0.0,14.0,0.0,39.0,0.0,0.0,0.0,0.0,C0C2,2998.0,AGO,2017.0,Balmaseda,C0C2_Balmaseda_2017_AGO,C0C2_Balmaseda_2017_AGO,0.0,77.8,0.294,0.252,0.203309249,11.0,6.0,34.6,5.8,17.1,12.53809431,19.2,37.6,25.9,13.8,11.04167393,74.13872765,40.19187734
2018,Gordexola,Vespa Velutina,48042.0,9,2017,6,0.0,14.0,0.0,39.0,0.0,0.0,0.0,0.0,C0C2,3407.0,SET,2017.0,Balmaseda,C0C2_Balmaseda_2017_SET,C0C2_Balmaseda_2017_SET,0.0,83.1,0.27399999999999997,0.254,0.20294426699999998,19.0,11.0,70.6,1.8,20.0,12.55503083,15.9,30.3,22.3,10.7,11.36271214,75.77511867,40.14391405
2018,Gordexola,Vespa Velutina,48042.0,10,2017,10,0.0,14.0,0.0,39.0,0.0,0.0,0.0,0.0,C0C2,3816.0,OCT,2017.0,Balmaseda,C0C2_Balmaseda_2017_OCT,C0C2_Balmaseda_2017_OCT,0.0,83.0,0.262,0.247,0.19436320399999998,9.0,5.0,15.7,0.6,7.5,12.58127635,14.5,29.2,22.3,8.8,11.56322745,75.14728743,40.13349389
2018,Gordexola,Vespa Velutina,48042.0,11,2017,15,0.0,14.0,0.0,39.0,0.0,0.0,0.0,0.0,C0C2,4225.0,NOV,2017.0,Balmaseda,C0C2_Balmaseda_2017_NOV,C0C2_Balmaseda_2017_NOV,6.0,86.6,0.386,0.289,0.22030588899999998,16.0,14.0,161.1,1.6,31.0,12.53592748,8.4,21.4,14.0,4.1,11.28425085,75.02170167,40.15695992
2018,Gordexola,Vespa Velutina,48042.0,12,2017,4,0.0,14.0,0.0,39.0,0.0,0.0,0.0,0.0,C0C2,4634.0,DIC,2017.0,Balmaseda,C0C2_Balmaseda_2017_DIC,C0C2_Balmaseda_2017_DIC,5.0,89.2,0.919,0.49200000000000005,0.199384557,23.0,19.0,293.3,1.9,45.8,12.47891166,6.8,17.4,11.0,2.9,10.96189281,75.03287911,40.10326296
2018,Gorliz,Vespa Velutina,48043.0,2,2017,6,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,569.0,FEB,2017.0,Punta Galea,C042_Punta Galea_2017_FEB,C042_Punta Galea_2017_FEB,0.0,70.9,0.9796176109999999,0.320442908,0.18227514,14.0,9.0,69.5,2.5,17.1,8.4,12.4,20.1,15.8,9.2,21.1,131.0,63.8
2018,Gorliz,Vespa Velutina,48043.0,3,2017,1,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,978.0,MAR,2017.0,Punta Galea,C042_Punta Galea_2017_MAR,C042_Punta Galea_2017_MAR,0.0,73.5,0.8881142540000001,0.323510017,0.189161164,10.0,9.0,62.0,1.4,30.6,11.4,13.5,26.0,16.8,10.3,18.2,98.6,52.2
2018,Gorliz,Vespa Velutina,48043.0,6,2017,8,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,2205.0,JUN,2017.0,Punta Galea,C042_Punta Galea_2017_JUN,C042_Punta Galea_2017_JUN,0.0,86.4,0.859047445,0.34328050200000004,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3
2018,Gorliz,Vespa Velutina,48043.0,7,2017,7,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,2614.0,JUL,2017.0,Punta Galea,C042_Punta Galea_2017_JUL,C042_Punta Galea_2017_JUL,0.0,82.2,0.850598517,0.34474932799999997,0.17243911399999998,12.0,7.0,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6
2018,Gorliz,Vespa Velutina,48043.0,8,2017,5,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,3023.0,AGO,2017.0,Punta Galea,C042_Punta Galea_2017_AGO,C042_Punta Galea_2017_AGO,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8
2018,Gorliz,Vespa Velutina,48043.0,9,2017,4,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,3432.0,SET,2017.0,Punta Galea,C042_Punta Galea_2017_SET,C042_Punta Galea_2017_SET,0.0,79.4,0.8760076459999999,0.371895746,0.198964931,19.0,14.0,115.6,3.6,24.0,14.0,17.9,29.8,21.1,14.9,15.4,84.2,43.4
2018,Gorliz,Vespa Velutina,48043.0,10,2017,7,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,3841.0,OCT,2017.0,Punta Galea,C042_Punta Galea_2017_OCT,C042_Punta Galea_2017_OCT,0.0,78.3,0.813775045,0.306401953,0.18714206600000002,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9
2018,Gorliz,Vespa Velutina,48043.0,11,2017,6,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,4250.0,NOV,2017.0,Punta Galea,C042_Punta Galea_2017_NOV,C042_Punta Galea_2017_NOV,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0
2018,Gorliz,Vespa Velutina,48043.0,12,2017,1,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,4659.0,DIC,2017.0,Punta Galea,C042_Punta Galea_2017_DIC,C042_Punta Galea_2017_DIC,0.0,75.4,1.056239135,0.261852191,0.17964251899999997,23.0,21.0,220.9,3.0,33.4,3.6,10.2,19.9,13.3,7.3,23.4,145.1,66.8
2018,Güeñes,Vespa Velutina,48045.0,1,2017,3,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,162.0,ENE,2017.0,Sodupe,C0C3_Sodupe_2017_ENE,C0C3_Sodupe_2017_ENE,15.0,82.5,0.95206924,0.34361975899999997,0.200664013,9.0,8.0,233.6,2.8,59.4,12.59980931,5.6,18.8,11.6,1.5,5.1,52.6,29.1
2018,Güeñes,Vespa Velutina,48045.0,3,2017,3,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,980.0,MAR,2017.0,Sodupe,C0C3_Sodupe_2017_MAR,C0C3_Sodupe_2017_MAR,1.0,76.3,0.9099317790000001,0.319404902,0.194321697,14.0,10.0,97.0,2.4,37.4,12.60771352,11.3,26.9,17.7,6.0,6.3,52.9,34.2
2018,Güeñes,Vespa Velutina,48045.0,4,2017,3,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,1389.0,ABR,2017.0,Sodupe,C0C3_Sodupe_2017_ABR,C0C3_Sodupe_2017_ABR,0.0,74.3,0.9067564570000001,0.323692666,0.19883145800000002,9.0,7.0,56.4,1.5,16.3,12.61965628,11.8,29.1,18.7,5.6,7.2,52.9,36.4
2018,Güeñes,Vespa Velutina,48045.0,5,2017,3,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,1798.0,MAY,2017.0,Sodupe,C0C3_Sodupe_2017_MAY,C0C3_Sodupe_2017_MAY,0.0,73.4,0.90298062,0.340625585,0.18634619100000002,16.0,8.0,59.4,3.7,18.4,12.50338356,16.8,35.4,23.8,11.1,7.6,49.3,36.0
2018,Güeñes,Vespa Velutina,48045.0,6,2017,8,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,2207.0,JUN,2017.0,Sodupe,C0C3_Sodupe_2017_JUN,C0C3_Sodupe_2017_JUN,0.0,78.9,0.8349668,0.334287603,0.191281653,16.0,11.0,68.5,3.3,16.1,12.53548111,19.3,38.8,25.0,15.0,7.1,60.5,33.9
2018,Güeñes,Vespa Velutina,48045.0,7,2017,10,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,2616.0,JUL,2017.0,Sodupe,C0C3_Sodupe_2017_JUL,C0C3_Sodupe_2017_JUL,0.0,78.1,0.769400344,0.329591081,0.192658589,10.0,5.0,51.9,6.5,27.9,12.512298300000001,19.8,37.9,25.4,15.5,7.2,60.1,33.1
2018,Güeñes,Vespa Velutina,48045.0,8,2017,9,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,3025.0,AGO,2017.0,Sodupe,C0C3_Sodupe_2017_AGO,C0C3_Sodupe_2017_AGO,0.0,77.7,0.774537625,0.337392564,0.19829756899999998,12.0,9.0,52.0,4.5,13.8,12.51309452,19.8,38.5,26.3,15.2,6.7,53.3,33.5
2018,Güeñes,Vespa Velutina,48045.0,9,2017,10,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,3434.0,SET,2017.0,Sodupe,C0C3_Sodupe_2017_SET,C0C3_Sodupe_2017_SET,0.0,81.3,0.890457797,0.317154025,0.199039352,17.0,11.0,79.0,5.0,28.3,12.565520699999999,16.8,32.1,23.1,12.3,5.1,41.8,29.0
2018,Güeñes,Vespa Velutina,48045.0,10,2017,8,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,3843.0,OCT,2017.0,Sodupe,C0C3_Sodupe_2017_OCT,C0C3_Sodupe_2017_OCT,0.0,81.1,0.823022002,0.356238221,0.192563123,11.0,4.0,18.6,1.0,8.4,12.58021344,15.7,31.0,22.9,10.7,5.3,51.1,29.2
2018,Güeñes,Vespa Velutina,48045.0,11,2017,7,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,4252.0,NOV,2017.0,Sodupe,C0C3_Sodupe_2017_NOV,C0C3_Sodupe_2017_NOV,1.0,84.7,1.005029375,0.285976973,0.203139746,17.0,15.0,197.3,7.4,31.4,12.68882926,9.6,23.8,15.9,5.4,4.6,45.7,25.7
2018,Güeñes,Vespa Velutina,48045.0,12,2017,3,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,4661.0,DIC,2017.0,Sodupe,C0C3_Sodupe_2017_DIC,C0C3_Sodupe_2017_DIC,1.0,88.1,1.051321143,0.34495939,0.18795082800000001,23.0,22.0,280.6,2.2,47.0,12.64373636,7.7,21.0,12.6,4.4,5.0,67.7,30.0
2018,Ibarrangelu,Vespa Velutina,48048.0,1,2017,1,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,C019,151.0,ENE,2017.0,Matxitxako,C019_Matxitxako_2017_ENE,C019_Matxitxako_2017_ENE,4.0,81.8,0.98687594,0.32378609399999997,0.21865085,9.0,9.0,83.8,1.9,28.2,5.2,6.5,17.3,9.1,4.5,30.1,107.3,61.3
2018,Ibarrangelu,Vespa Velutina,48048.0,2,2017,2,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,C019,560.0,FEB,2017.0,Matxitxako,C019_Matxitxako_2017_FEB,C019_Matxitxako_2017_FEB,0.0,78.1,0.957913514,0.26670394199999997,0.18827063,14.0,10.0,71.5,1.7,19.0,7.1,9.9,18.3,13.6,7.4,31.4,138.2,70.6
2018,Ibarrangelu,Vespa Velutina,48048.0,5,2017,1,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,C019,1787.0,MAY,2017.0,Matxitxako,C019_Matxitxako_2017_MAY,C019_Matxitxako_2017_MAY,0.0,78.1,1.048938726,0.360173633,0.182319645,14.0,11.0,79.5,4.2,30.8,19.9,15.4,29.7,19.7,11.9,26.0,89.3,56.7
